consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_vivienda,horas_alto_consumo,categoria
322.99,True,10,Casa,17,1
129.01,True,8,Casa,17,0
285.65,True,18,Casa,21,0
683.76,False,13,Departamento,11,2
346.06,False,17,Casa,15,0
333.36,True,12,Departamento,18,1
397.06,False,18,Casa,9,0
452.77,True,11,Departamento,20,2
379.63,False,10,Casa,12,1
361.3,False,12,Departamento,14,0
338.83,False,10,Casa,11,1
154.73,False,9,Departamento,13,0
1585.83,True,20,Casa,20,2
398.12,False,10,Departamento,19,2
233.65,False,8,Departamento,14,1
504.02,True,16,Casa,19,1
243.21,True,7,Casa,20,1
355.0,True,12,Departamento,20,1
238.99,True,8,Casa,14,1
907.2,False,12,Casa,5,2
359.71,False,7,Departamento,9,2
275.59,True,9,Departamento,19,1
368.01,True,9,Casa,22,2
309.46,True,15,Casa,17,0
644.49,False,20,Casa,11,1
1063.21,False,26,Casa,14,1
259.59,True,13,Casa,18,0
366.62,True,8,Departamento,17,2
546.3,True,21,Casa,19,1
237.83,True,8,Departamento,20,1
387.48,True,18,Casa,17,0
236.08,False,6,Pequeño Comercio,8,1
800.67,False,22,Casa,16,1
334.58,False,18,Casa,12,0
491.89,True,16,Casa,19,1
500.98,False,17,Casa,13,1
913.05,False,14,Casa,16,2
915.13,True,23,Casa,17,1
511.19,False,13,Departamento,14,1
467.56,True,21,Casa,17,0
525.97,True,10,Departamento,17,2
480.55,True,12,Departamento,21,2
305.9,True,7,Departamento,22,2
370.2,False,18,Casa,5,0
797.74,False,22,Casa,11,1
347.2,False,14,Casa,14,0
235.99,True,9,Departamento,19,1
246.48,True,5,Departamento,15,2
639.73,True,11,Departamento,21,2
313.0,False,14,Casa,11,0
880.18,False,12,Departamento,9,2
213.64,False,9,Casa,12,0
610.62,True,17,Casa,18,1
523.99,False,19,Casa,10,1
357.65,False,14,Casa,14,1
1034.28,True,26,Casa,20,2
876.98,True,11,Casa,19,2
391.4,False,12,Departamento,10,1
755.38,False,11,Casa,15,2
293.69,True,18,Departamento,18,0
1101.97,True,28,Casa,19,2
562.37,True,16,Casa,19,1
298.44,False,11,Casa,8,0
196.17,False,12,Departamento,8,0
511.65,False,15,Casa,12,1
715.59,False,24,Departamento,19,1
564.69,True,19,Casa,17,1
96.78,False,7,Departamento,14,0
330.13,False,14,Casa,12,0
142.94,False,8,Casa,16,0
406.43,False,12,Casa,9,1
464.17,False,14,Pequeño Comercio,15,1
1288.18,False,20,Casa,11,2
217.1,True,5,Departamento,16,2
806.12,True,14,Casa,17,2
384.94,True,16,Casa,14,0
900.1,False,21,Casa,10,1
447.54,False,11,Casa,12,1
245.37,True,11,Casa,14,0
840.87,False,20,Departamento,12,1
391.77,False,11,Pequeño Comercio,7,1
669.74,True,30,Casa,17,0
1071.87,False,17,Casa,9,2
880.58,True,12,Departamento,16,2
1455.49,True,21,Casa,22,2
159.46,False,12,Casa,5,0
291.1,True,15,Departamento,14,0
310.57,False,13,Casa,8,0
231.6,True,11,Casa,19,0
932.13,False,15,Casa,12,2
618.89,False,18,Casa,12,1
300.65,False,22,Casa,14,0
201.92,False,13,Departamento,7,0
1088.53,False,21,Casa,19,2
254.94,False,8,Casa,15,1
506.48,True,12,Casa,20,2
281.2,False,21,Casa,18,0
346.67,False,14,Casa,10,0
994.08,True,15,Casa,15,2
421.35,False,14,Departamento,11,1
277.09,False,14,Departamento,14,0
647.55,False,15,Casa,10,1
199.17,False,12,Departamento,16,0
696.85,True,12,Casa,18,2
641.34,False,11,Casa,21,2
199.27,True,8,Departamento,19,0
734.97,False,12,Departamento,10,2
520.28,True,16,Departamento,20,1
291.88,True,16,Casa,18,0
601.85,False,22,Departamento,13,0
863.28,False,17,Casa,7,1
970.04,False,15,Departamento,6,2
229.15,True,6,Departamento,18,1
241.07,True,7,Departamento,16,1
126.97,False,8,Departamento,9,0
196.84,False,8,Departamento,18,1
357.29,False,10,Casa,16,1
260.53,True,9,Departamento,18,1
787.54,False,18,Casa,7,1
292.2,True,6,Casa,21,2
440.37,True,9,Departamento,20,2
341.26,True,12,Departamento,17,1
346.44,True,16,Casa,19,0
192.83,False,8,Casa,19,0
1662.51,False,24,Casa,11,2
599.31,False,15,Casa,15,1
205.3,True,13,Casa,17,0
219.57,False,17,Departamento,11,0
187.95,False,7,Pequeño Comercio,7,0
850.26,False,21,Casa,12,1
101.4,False,8,Departamento,17,0
1196.35,True,14,Casa,18,2
343.65,True,12,Pequeño Comercio,18,1
241.05,False,14,Departamento,14,0
294.4,True,17,Casa,20,0
849.12,True,14,Casa,21,2
1298.77,False,16,Departamento,12,2
545.47,False,20,Departamento,10,0
106.71,False,5,Departamento,14,0
508.47,False,14,Casa,12,1
477.65,True,18,Casa,19,1
285.92,True,10,Departamento,17,1
621.83,False,12,Departamento,8,1
175.05,False,8,Casa,11,0
250.4,True,7,Casa,18,1
160.98,False,8,Casa,13,0
150.94,True,7,Casa,23,1
223.82,False,10,Casa,15,0
905.42,True,23,Casa,20,2
1650.11,True,29,Casa,18,2
233.81,True,12,Casa,18,0
614.72,True,13,Departamento,18,2
113.35,False,6,Departamento,19,0
155.68,False,14,Casa,22,0
317.62,True,11,Casa,16,1
544.94,False,11,Pequeño Comercio,4,1
405.83,True,10,Casa,16,2
346.44,True,13,Casa,20,1
345.98,False,13,Casa,16,0
234.86,False,8,Departamento,12,0
186.59,False,10,Departamento,5,0
152.87,False,11,Departamento,17,0
267.45,False,10,Departamento,18,1
388.68,True,14,Casa,16,1
506.0,True,9,Departamento,20,2
495.24,True,18,Casa,23,1
1561.38,True,29,Casa,16,2
526.07,False,17,Casa,13,1
643.87,True,18,Casa,16,1
419.04,True,21,Casa,18,0
653.33,False,25,Casa,12,0
350.42,True,13,Casa,17,1
320.27,True,12,Departamento,17,1
343.29,False,12,Departamento,20,1
179.4,True,7,Casa,20,1
155.23,True,8,Departamento,21,0
443.15,True,5,Departamento,21,2
583.77,False,20,Pequeño Comercio,11,1
615.65,True,19,Casa,18,1
284.98,True,13,Departamento,20,0
820.75,False,16,Casa,14,2
207.21,True,12,Casa,18,0
571.33,True,11,Departamento,20,2
129.95,True,10,Casa,18,0
316.06,False,15,Casa,14,0
230.79,False,11,Departamento,12,0
705.32,True,16,Departamento,17,2
403.55,False,13,Departamento,4,0
472.0,False,11,Departamento,7,1
162.02,False,15,Departamento,14,0
506.09,False,10,Casa,10,2
1269.46,True,20,Casa,18,2
480.83,False,20,Casa,16,0
802.73,False,16,Casa,13,2
497.75,False,15,Departamento,10,1
507.61,True,14,Casa,15,1
243.75,True,18,Casa,20,0
478.96,False,15,Casa,13,1
454.26,True,7,Departamento,17,2
122.59,True,8,Departamento,18,0
549.99,True,9,Departamento,20,2
153.65,False,7,Departamento,18,0
252.58,False,13,Departamento,20,0
319.59,False,13,Departamento,15,0
275.11,False,7,Casa,10,1
351.09,True,9,Departamento,17,2
263.62,False,5,Departamento,15,2
182.13,True,6,Casa,19,1
199.15,True,8,Casa,17,0
226.3,True,10,Departamento,18,0
336.35,True,8,Casa,18,2
426.45,False,16,Casa,12,0
599.08,False,18,Pequeño Comercio,11,1
182.47,False,7,Departamento,20,1
959.14,False,19,Departamento,12,2
505.28,True,16,Casa,18,1
97.83,False,6,Departamento,11,0
498.64,False,9,Casa,18,2
461.65,True,20,Departamento,22,0
284.72,False,13,Pequeño Comercio,14,0
122.49,False,8,Casa,17,0
302.03,False,10,Casa,13,1
656.16,False,29,Casa,11,0
355.15,False,7,Departamento,10,2
131.5,False,12,Casa,11,0
400.53,True,10,Casa,21,2
258.06,True,10,Departamento,18,1
943.4,True,20,Casa,18,2
725.33,True,15,Casa,16,2
575.35,False,24,Casa,13,0
233.48,False,14,Departamento,20,0
293.12,False,10,Casa,10,0
192.89,True,11,Casa,18,0
266.46,False,12,Departamento,6,0
236.09,False,6,Casa,11,1
569.46,False,16,Departamento,19,1
1019.91,False,21,Casa,7,1
309.53,False,8,Departamento,14,1
114.27,True,7,Casa,19,0
215.16,False,10,Casa,12,0
274.92,True,5,Casa,17,2
488.01,True,32,Casa,21,0
659.53,False,15,Departamento,14,2
178.47,True,11,Departamento,18,0
626.21,True,12,Casa,22,2
807.1,True,13,Casa,23,2
729.25,False,11,Casa,12,2
137.88,False,10,Departamento,19,0
325.98,False,10,Casa,6,0
470.48,True,22,Casa,18,0
143.85,False,12,Casa,16,0
109.01,True,13,Departamento,17,0
285.86,False,19,Departamento,11,0
559.92,False,13,Departamento,11,1
695.8,False,20,Departamento,7,1
815.66,False,15,Casa,14,2
203.19,True,6,Departamento,19,1
129.86,True,12,Departamento,21,0
311.43,True,13,Casa,21,1
296.95,True,7,Casa,16,2
468.71,False,16,Departamento,17,1
417.88,True,15,Departamento,18,1
276.0,False,21,Casa,14,0
760.99,False,13,Casa,17,2
378.26,True,14,Casa,20,1
316.58,False,26,Casa,12,0
663.38,True,16,Departamento,20,2
1665.26,True,31,Departamento,17,2
213.56,False,10,Departamento,8,0
294.08,True,5,Departamento,20,2
238.73,True,8,Departamento,21,1
1033.24,False,11,Casa,5,2
481.53,False,12,Casa,11,1
620.73,True,13,Casa,16,2
510.24,True,10,Departamento,20,2
345.54,False,10,Departamento,7,1
115.68,True,8,Casa,21,0
384.42,False,11,Casa,9,1
895.87,True,24,Casa,17,1
987.79,True,21,Casa,17,2
222.41,False,7,Departamento,12,1
228.13,False,8,Casa,13,1
756.27,True,19,Casa,22,2
384.17,False,12,Casa,14,1
188.4,True,14,Departamento,21,0
336.61,False,13,Departamento,16,0
426.45,True,11,Departamento,19,2
924.64,True,13,Casa,16,2
547.43,True,12,Casa,17,2
610.9,True,23,Casa,16,1
636.87,True,13,Casa,19,2
1024.91,False,20,Casa,6,1
288.77,True,10,Casa,17,1
307.69,True,11,Casa,14,0
426.5,True,21,Casa,18,0
577.06,True,20,Casa,20,1
990.43,False,16,Casa,14,2
421.33,True,19,Departamento,21,0
668.08,True,9,Casa,17,2
155.42,False,8,Departamento,23,0
800.8,False,12,Casa,12,2
273.64,False,8,Departamento,6,0
303.27,False,12,Casa,14,0
456.16,False,13,Casa,15,1
902.77,True,12,Casa,15,2
333.42,False,13,Departamento,16,1
573.02,False,9,Casa,11,2
128.22,True,8,Pequeño Comercio,19,0
868.24,False,16,Casa,17,2
661.76,False,16,Casa,19,2
268.79,False,8,Casa,17,1
241.24,True,12,Casa,23,0
398.64,True,9,Casa,20,2
1006.57,False,18,Casa,10,2
168.89,True,9,Departamento,17,0
167.54,False,11,Casa,21,0
199.43,False,8,Casa,15,0
471.17,True,17,Casa,21,1
1681.27,True,21,Departamento,17,2
257.93,False,7,Casa,17,1
244.09,True,7,Departamento,20,2
128.26,False,9,Casa,21,0
605.91,False,16,Casa,18,2
190.35,True,10,Departamento,19,0
443.04,False,19,Pequeño Comercio,11,0
553.07,False,12,Departamento,9,1
175.07,False,10,Departamento,18,0
204.95,True,12,Departamento,20,0
503.43,False,17,Departamento,17,1
331.7,True,12,Departamento,18,1
327.33,True,7,Casa,20,2
914.03,True,17,Casa,20,2
163.74,False,10,Casa,19,0
644.34,False,10,Casa,15,2
414.12,False,8,Pequeño Comercio,16,2
264.38,True,5,Departamento,22,2
477.79,False,15,Pequeño Comercio,16,1
394.09,False,14,Casa,15,1
532.9,True,14,Casa,18,2
686.89,True,16,Pequeño Comercio,23,2
363.74,False,11,Departamento,9,1
753.07,True,13,Casa,17,2
229.76,False,9,Casa,20,1
1254.32,True,26,Casa,20,2
312.87,True,14,Pequeño Comercio,18,1
311.14,False,12,Casa,15,1
249.27,False,10,Casa,14,0
293.57,False,11,Casa,11,0
362.91,False,9,Departamento,4,1
779.03,False,14,Pequeño Comercio,7,2
263.74,False,8,Casa,20,1
644.76,True,13,Casa,20,2
191.07,True,5,Departamento,19,2
239.01,False,12,Departamento,17,0
438.94,True,11,Departamento,16,2
826.65,True,20,Departamento,20,2
370.83,True,11,Casa,21,1
507.23,True,14,Casa,22,2
201.32,True,10,Pequeño Comercio,17,0
353.06,True,16,Casa,20,0
795.34,True,20,Casa,21,2
209.23,True,7,Departamento,20,1
288.83,False,13,Casa,21,0
564.12,False,11,Casa,15,2
361.14,False,13,Casa,21,1
303.8,True,13,Departamento,16,0
451.34,False,19,Casa,20,0
121.43,False,14,Casa,4,0
203.47,True,12,Departamento,19,0
165.09,False,12,Departamento,7,0
557.18,False,15,Casa,18,2
293.47,True,15,Pequeño Comercio,16,0
256.76,False,12,Casa,13,0
372.41,True,15,Casa,17,0
341.53,False,12,Casa,11,0
555.76,True,14,Departamento,18,2
202.85,False,9,Departamento,8,0
177.56,False,13,Casa,18,0
552.64,True,23,Pequeño Comercio,14,0
753.86,True,27,Pequeño Comercio,21,1
291.25,False,7,Casa,10,1
370.29,True,8,Departamento,17,2
711.8,False,12,Casa,20,2
938.69,False,19,Departamento,15,2
514.09,True,19,Casa,16,1
465.1,True,13,Departamento,15,1
282.7,False,16,Casa,2,0
1093.22,True,27,Casa,19,2
1008.77,False,19,Casa,13,2
230.02,False,14,Casa,19,0
645.64,False,14,Casa,13,2
550.98,False,23,Departamento,16,0
127.61,True,6,Casa,17,0
295.07,True,10,Casa,20,1
437.81,True,14,Casa,17,1
949.98,True,18,Casa,17,2
268.23,False,12,Departamento,9,0
227.3,True,11,Departamento,20,0
387.37,True,17,Casa,21,0
517.63,True,25,Departamento,16,0
172.79,True,9,Casa,19,0
133.76,True,10,Departamento,15,0
575.93,False,10,Casa,15,2
218.44,False,16,Casa,14,0
513.06,False,20,Departamento,10,0
448.51,True,13,Pequeño Comercio,18,1
281.94,True,9,Casa,20,1
732.16,False,16,Casa,6,1
421.2,False,23,Casa,13,0
391.51,False,10,Casa,8,1
391.06,False,9,Departamento,19,2
257.85,False,13,Departamento,8,0
1007.46,True,17,Casa,19,2
524.41,True,16,Casa,19,1
166.99,True,11,Departamento,21,0
230.76,False,9,Departamento,21,1
621.83,True,21,Pequeño Comercio,20,1
381.82,False,7,Departamento,13,2
324.83,True,12,Departamento,18,1
135.05,False,8,Casa,16,0
226.25,False,5,Casa,13,1
643.27,False,15,Casa,13,2
555.7,False,11,Casa,16,2
878.47,True,10,Casa,20,2
562.31,False,15,Departamento,10,1
952.77,False,21,Casa,11,1
400.8,False,22,Casa,14,0
165.02,False,10,Casa,12,0
669.6,True,19,Pequeño Comercio,19,1
1167.47,False,20,Casa,14,2
771.11,True,13,Casa,17,2
698.83,False,16,Casa,20,2
225.65,True,8,Departamento,19,1
1442.23,True,27,Casa,17,2
861.77,True,14,Casa,18,2
512.49,True,16,Casa,19,1
303.13,True,9,Departamento,18,1
538.14,False,16,Casa,14,1
283.48,False,11,Casa,17,1
717.32,True,8,Casa,19,2
583.82,True,13,Casa,18,2
355.98,False,6,Departamento,12,2
416.85,False,14,Casa,15,1
418.28,True,9,Departamento,19,2
882.48,False,17,Casa,9,2
378.95,False,16,Casa,12,0
395.59,False,22,Departamento,11,0
451.4,True,11,Departamento,19,2
324.71,False,17,Casa,9,0
196.13,False,7,Departamento,8,0
231.31,False,10,Pequeño Comercio,15,0
449.52,True,10,Departamento,18,2
638.1,True,14,Casa,17,2
429.58,False,15,Departamento,21,1
639.19,False,21,Casa,20,1
180.1,False,7,Departamento,12,0
580.37,False,12,Casa,15,2
815.64,True,19,Casa,20,2
361.71,True,16,Departamento,18,0
169.72,False,19,Casa,20,0
422.0,False,9,Casa,10,2
309.65,False,6,Casa,12,2
235.24,False,7,Casa,11,1
646.73,False,17,Departamento,13,1
1075.77,True,17,Casa,16,2
172.71,True,10,Departamento,15,0
165.1,False,6,Casa,13,1
939.53,False,13,Departamento,11,2
598.25,True,14,Departamento,18,2
603.84,False,15,Departamento,14,1
534.78,True,12,Casa,23,2
380.49,True,13,Departamento,22,1
767.61,True,15,Departamento,19,2
703.33,True,12,Casa,23,2
211.09,False,17,Casa,16,0
627.37,True,11,Departamento,16,2
569.21,True,18,Departamento,20,1
298.45,False,16,Departamento,12,0
194.81,True,10,Casa,19,0
649.8,True,13,Casa,17,2
153.88,True,6,Casa,17,0
208.68,True,12,Casa,20,0
734.98,True,10,Casa,20,2
341.2,False,5,Departamento,12,2
351.65,True,13,Casa,18,1
452.85,False,14,Pequeño Comercio,9,1
661.25,True,19,Casa,17,1
548.57,False,16,Casa,3,0
419.38,False,10,Departamento,12,2
233.02,True,19,Casa,19,0
435.25,False,13,Casa,6,1
364.79,False,9,Casa,16,1
174.89,True,5,Departamento,18,1
483.51,False,10,Pequeño Comercio,10,2
214.04,False,10,Departamento,9,0
1074.87,True,23,Casa,20,2
305.94,True,19,Departamento,20,0
404.05,True,9,Departamento,19,2
312.91,False,11,Departamento,15,1
445.72,True,14,Departamento,20,1
328.07,False,13,Departamento,12,0
288.17,False,14,Casa,13,0
792.5,True,10,Departamento,19,2
387.81,False,13,Casa,14,1
279.44,False,13,Casa,9,0
259.11,True,11,Departamento,19,0
283.65,False,9,Casa,14,1
716.71,True,21,Casa,17,1
263.89,False,6,Departamento,13,1
137.37,True,6,Departamento,19,0
376.45,True,6,Departamento,16,2
169.26,False,7,Casa,22,1
421.23,True,23,Pequeño Comercio,20,0
293.13,False,12,Departamento,18,0
351.58,False,10,Pequeño Comercio,7,1
672.37,False,13,Casa,9,2
688.91,True,16,Casa,17,2
369.41,True,17,Departamento,20,0
607.6,True,10,Casa,16,2
465.64,True,8,Casa,21,2
413.22,True,10,Departamento,18,2
332.31,True,11,Casa,21,1
229.92,False,9,Casa,3,0
402.36,True,13,Departamento,19,1
306.7,True,16,Casa,20,0
159.69,True,8,Casa,19,0
853.96,False,15,Casa,10,2
433.85,True,23,Casa,18,0
657.11,True,8,Departamento,18,2
752.17,True,13,Casa,21,2
179.96,True,12,Departamento,20,0
723.32,True,9,Casa,19,2
223.32,False,11,Casa,8,0
238.47,True,12,Departamento,19,0
366.88,True,21,Casa,20,0
961.95,True,16,Casa,17,2
602.97,True,16,Departamento,22,2
537.09,False,11,Casa,16,2
397.4,False,13,Departamento,17,1
779.1,True,18,Departamento,18,2
430.3,False,9,Departamento,16,2
536.03,True,9,Casa,15,2
377.41,True,14,Casa,16,0
520.05,False,10,Departamento,11,2
258.81,False,13,Casa,13,0
198.76,False,9,Departamento,17,0
312.44,True,17,Casa,19,0
149.35,True,9,Casa,21,0
702.98,True,24,Casa,21,1
333.5,True,10,Casa,17,1
762.02,True,10,Departamento,21,2
559.57,False,12,Casa,11,2
229.97,False,10,Casa,21,1
316.88,True,11,Casa,21,1
240.72,False,8,Pequeño Comercio,16,1
654.05,False,12,Departamento,11,2
880.88,True,22,Casa,20,2
483.22,True,11,Casa,20,2
423.82,False,19,Casa,16,0
167.06,True,4,Departamento,21,2
226.45,False,7,Departamento,12,1
93.35,False,7,Departamento,7,0
494.06,False,15,Casa,17,1
438.42,True,19,Casa,18,0
292.82,True,19,Pequeño Comercio,20,0
933.49,True,12,Casa,21,2
197.87,False,8,Departamento,17,0
1089.35,True,17,Casa,23,2
466.59,True,14,Casa,22,1
525.78,True,13,Departamento,18,2
1354.09,False,22,Casa,19,2
413.61,True,12,Casa,20,1
297.22,False,8,Departamento,14,1
349.23,False,9,Departamento,14,1
416.43,True,17,Departamento,20,1
1214.54,False,24,Casa,13,2
611.48,False,9,Casa,11,2
188.19,True,14,Casa,17,0
197.27,False,10,Casa,10,0
1020.37,False,21,Casa,23,2
293.2,True,16,Casa,21,0
617.38,False,14,Casa,13,2
1321.98,False,27,Casa,15,2
142.79,False,7,Departamento,11,0
178.75,True,5,Casa,20,1
340.9,True,15,Departamento,19,0
308.79,False,14,Casa,23,1
493.55,False,14,Departamento,14,1
869.42,False,18,Casa,18,2
1505.38,False,17,Casa,7,2
977.73,True,21,Casa,20,2
637.27,True,17,Casa,16,1
425.84,True,8,Casa,18,2
905.28,False,12,Casa,9,2
1078.75,True,18,Casa,21,2
762.36,True,12,Casa,19,2
360.73,False,14,Casa,11,0
1034.44,True,18,Departamento,17,2
680.16,False,16,Departamento,16,1
213.43,False,11,Departamento,16,0
507.21,True,24,Casa,18,0
308.93,False,11,Departamento,13,0
504.0,False,16,Casa,12,1
659.19,False,25,Casa,15,0
731.6,True,16,Departamento,22,2
485.8,False,13,Departamento,23,2
392.22,False,9,Departamento,12,1
592.02,True,19,Departamento,19,1
171.24,True,9,Departamento,21,0
653.19,False,19,Departamento,10,1
730.84,False,16,Casa,15,2
298.67,False,9,Casa,12,1
927.4,False,15,Departamento,4,2
360.85,False,16,Departamento,14,0
516.82,False,15,Casa,9,1
278.32,False,11,Casa,18,1
607.94,False,20,Casa,16,1
603.99,True,11,Casa,20,2
751.15,False,15,Casa,12,2
463.39,True,15,Departamento,16,1
344.17,False,15,Casa,15,0
222.48,False,8,Pequeño Comercio,15,0
221.69,True,9,Departamento,18,0
213.05,True,14,Casa,16,0
399.16,True,20,Casa,19,0
224.88,True,13,Departamento,19,0
632.94,True,21,Pequeño Comercio,19,1
668.04,True,14,Departamento,19,2
415.01,False,13,Departamento,14,1
183.48,False,12,Departamento,8,0
277.35,False,8,Departamento,14,1
1140.93,True,23,Departamento,19,2
106.26,False,7,Departamento,10,0
335.18,True,9,Departamento,19,2
703.6,True,15,Departamento,17,2
532.78,True,18,Casa,20,1
427.83,False,14,Casa,11,0
603.95,True,23,Departamento,19,1
255.51,True,12,Casa,20,0
144.05,False,9,Departamento,15,0
539.76,True,8,Departamento,18,2
685.09,False,18,Casa,16,1
249.97,False,7,Departamento,15,1
778.84,True,28,Casa,17,1
210.96,False,17,Departamento,7,0
683.51,True,21,Casa,22,1
409.28,False,20,Departamento,10,0
219.8,True,14,Departamento,16,0
620.83,True,17,Casa,17,1
307.08,False,17,Departamento,11,0
283.68,False,12,Departamento,19,0
126.02,False,8,Departamento,13,0
323.46,True,19,Departamento,18,0
1525.25,False,26,Casa,15,2
514.52,True,23,Departamento,18,0
794.6,False,21,Casa,16,2
283.81,False,12,Casa,18,0
377.49,False,10,Casa,14,1
507.2,False,19,Casa,7,0
1103.52,False,18,Departamento,15,2
462.12,True,11,Departamento,17,2
745.33,True,12,Casa,20,2
1410.93,True,30,Departamento,20,2
1101.18,False,12,Departamento,12,2
191.41,True,7,Casa,19,1
293.96,False,11,Casa,8,0
190.31,True,7,Casa,17,1
442.69,True,12,Departamento,23,2
218.28,False,6,Casa,12,1
161.68,True,8,Pequeño Comercio,21,0
747.91,False,18,Casa,9,1
379.6,True,12,Departamento,22,1
437.38,True,10,Casa,18,2
281.09,False,13,Casa,15,0
391.53,False,18,Casa,9,0
393.53,True,13,Casa,19,1
652.95,False,11,Departamento,17,2
542.14,True,13,Casa,18,2
238.63,False,8,Departamento,14,1
542.58,False,17,Casa,20,1
654.37,True,20,Casa,19,1
1143.23,False,10,Casa,16,2
480.38,False,17,Departamento,13,1
193.38,True,10,Casa,17,0
593.01,True,19,Casa,17,1
330.0,False,7,Departamento,17,2
148.24,True,8,Departamento,17,0
542.35,True,17,Casa,19,1
585.52,True,7,Casa,20,2
362.57,False,11,Departamento,11,1
968.67,True,19,Casa,19,2
553.03,True,17,Departamento,19,1
426.81,True,10,Departamento,17,2
570.7,False,17,Casa,11,1
1252.37,False,23,Casa,15,2
242.71,False,12,Departamento,13,0
569.66,True,14,Casa,20,2
598.14,True,12,Departamento,21,2
168.11,False,11,Pequeño Comercio,13,0
512.05,False,17,Pequeño Comercio,12,1
630.88,False,12,Departamento,7,2
1359.42,False,22,Casa,19,2
453.76,False,8,Casa,12,2
346.64,True,8,Casa,18,2
161.18,False,9,Casa,8,0
322.41,False,11,Departamento,17,1
446.03,False,16,Pequeño Comercio,12,1
547.71,True,14,Casa,18,1
112.21,True,7,Departamento,21,0
112.95,False,6,Casa,14,0
1498.41,False,26,Casa,16,2
488.54,False,19,Casa,12,0
337.13,False,10,Departamento,6,1
585.56,False,10,Casa,6,2
191.95,False,8,Casa,11,0
515.89,True,13,Casa,20,2
431.31,False,9,Casa,9,1
475.25,False,15,Casa,13,1
271.44,False,11,Departamento,23,1
117.0,True,11,Casa,15,0
721.7,True,15,Casa,18,2
145.05,True,7,Casa,16,0
486.7,False,16,Casa,15,1
351.56,False,11,Departamento,21,1
281.88,False,16,Departamento,10,0
404.23,True,14,Departamento,17,1
620.03,True,14,Casa,19,2
928.67,False,15,Departamento,16,2
292.29,True,10,Casa,18,1
523.1,True,9,Casa,19,2
410.97,True,10,Casa,19,2
314.19,True,13,Casa,15,0
473.88,True,6,Departamento,18,2
555.14,True,18,Casa,18,1
228.07,False,10,Pequeño Comercio,12,0
186.1,False,9,Casa,17,0
141.42,False,10,Casa,21,0
779.77,True,16,Departamento,16,2
120.38,False,9,Departamento,13,0
333.52,True,11,Departamento,19,1
533.11,False,8,Casa,14,2
326.53,True,9,Casa,18,1
721.21,True,16,Departamento,16,2
305.09,False,8,Casa,15,1
451.15,True,13,Casa,18,1
1479.65,False,25,Casa,11,2
393.81,True,27,Casa,22,0
176.84,False,11,Departamento,13,0
278.7,True,10,Casa,22,1
331.52,False,13,Casa,4,0
130.54,True,11,Departamento,16,0
359.77,True,11,Casa,18,1
390.59,True,9,Departamento,17,2
273.22,True,6,Casa,17,2
390.92,False,10,Departamento,19,2
416.29,True,17,Casa,21,1
203.58,True,5,Casa,19,2
632.02,False,16,Pequeño Comercio,13,1
610.49,True,12,Casa,17,2
235.14,False,12,Departamento,12,0
1161.51,True,16,Casa,21,2
201.64,False,8,Casa,10,0
739.49,False,14,Departamento,16,2
983.59,True,22,Casa,19,2
473.14,True,10,Casa,23,2
908.77,True,25,Casa,18,1
446.33,True,16,Casa,17,1
739.74,True,19,Pequeño Comercio,20,1
1607.58,False,18,Casa,16,2
169.71,True,11,Departamento,16,0
896.56,False,12,Casa,12,2
593.16,True,13,Casa,20,2
445.04,False,8,Casa,12,2
432.03,False,14,Departamento,12,1
191.77,False,12,Departamento,13,0
1385.18,True,29,Departamento,21,2
655.73,True,21,Casa,18,1
222.91,False,9,Departamento,2,0
769.62,False,14,Departamento,11,2
623.21,True,8,Casa,17,2
266.92,False,9,Departamento,7,0
594.47,False,14,Casa,17,2
467.83,True,14,Casa,22,2
217.62,True,8,Casa,16,1
302.21,False,15,Departamento,11,0
226.97,False,13,Departamento,18,0
642.01,True,14,Casa,18,2
139.41,True,15,Casa,20,0
337.77,False,8,Casa,18,2
204.65,False,13,Casa,12,0
687.2,True,15,Departamento,21,2
290.2,True,13,Casa,19,0
759.31,False,8,Departamento,14,2
283.22,True,6,Departamento,17,2
208.1,False,5,Casa,15,1
184.44,True,10,Casa,14,0
129.98,True,12,Casa,18,0
703.7,True,14,Departamento,18,2
486.19,True,15,Casa,23,2
157.17,False,8,Casa,13,0
673.18,True,14,Departamento,16,2
114.49,False,10,Departamento,13,0
301.86,False,11,Departamento,11,1
313.27,False,16,Departamento,21,0
183.24,False,11,Departamento,14,0
454.29,True,14,Pequeño Comercio,20,1
461.28,True,13,Casa,20,2
508.55,True,26,Casa,20,0
514.86,False,17,Casa,17,1
224.15,True,10,Casa,18,0
428.43,True,12,Pequeño Comercio,17,1
824.75,False,21,Casa,14,1
591.41,False,17,Casa,11,1
1097.73,False,17,Departamento,15,2
884.43,False,16,Casa,15,2
193.35,True,14,Casa,20,0
220.03,True,8,Departamento,20,1
373.11,False,10,Casa,12,1
196.32,False,6,Departamento,16,1
193.2,False,6,Pequeño Comercio,9,1
331.25,False,14,Departamento,10,0
522.64,True,15,Casa,19,1
278.79,False,12,Casa,10,0
108.21,False,9,Casa,15,0
142.82,False,5,Casa,11,0
318.8,False,12,Pequeño Comercio,17,0
438.27,False,9,Departamento,11,2
484.23,False,14,Casa,11,1
582.02,True,12,Casa,22,2
489.59,False,20,Casa,13,0
329.13,False,20,Departamento,8,0
250.78,False,7,Casa,15,1
326.19,True,12,Departamento,14,0
