id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria,aislamiento_enc,eficiencia_construccion_enc,tipo_calefaccion_Gas,tipo_calefaccion_Losa Radiante,tipo_calefaccion_Ninguna,tipo_iluminacion_LED,tipo_iluminacion_Mixta
6910,Departamento,47.3,1,1,8.0,Average,B,1,1,0,12.9,4934.01,1,1,1,0,1,0,4,1,77.9,Verano,24.2,138.27,1,19,0.75,103.7025,72.1,Efficient,1,3,False,True,False,True,False
6911,Departamento,81.3,1,1,39.0,Poor,B,0,1,0,8.5,1403.32,0,1,0,2,1,0,4,0,60.1,Primavera,21.0,168.08,1,22,0.75,126.06,28.5,Moderate,0,3,False,False,True,False,True
6912,Casa,113.9,4,3,23.0,Poor,A,0,4,0,11.1,1032.95,2,2,4,5,1,0,14,1,67.1,Verano,26.5,770.85,1,17,0.75,578.1375,27.1,Moderate,0,4,False,False,False,False,True
6913,Casa,200.6,6,5,52.0,Good,D,0,6,1,19.2,4015.6,1,1,2,6,1,0,11,0,35.7,Primavera,21.5,1037.6,1,21,0.75,778.1999999999999,32.4,Moderate,2,1,False,False,True,False,True
6914,Pequeño Comercio,78.2,3,1,20.0,Good,B,0,5,0,12.3,1095.96,1,2,2,5,0,0,10,1,63.7,Primavera,20.3,478.52,1,11,0.75,358.89,56.0,Efficient,2,3,False,False,False,False,True
6915,Departamento,64.4,2,1,17.0,Poor,A,0,1,1,19.2,2214.32,0,1,0,2,1,0,4,1,59.3,Verano,28.1,261.55,1,18,0.75,196.1625,39.7,Moderate,0,4,False,False,False,True,False
6916,Departamento,75.8,3,1,3.0,Excellent,B,0,2,1,24.0,1216.16,0,1,3,2,1,0,7,1,75.1,Invierno,9.8,685.79,1,19,0.75,514.3425,51.3,Moderate,3,3,False,False,False,True,False
6917,Departamento,67.8,3,1,42.0,Average,B,0,2,1,16.6,742.76,0,1,2,4,1,0,8,0,69.7,Primavera,14.2,947.89,1,17,0.75,710.9175,6.1,Inefficient,1,3,False,False,True,False,False
6918,Casa,114.4,8,5,54.0,Average,B,0,3,0,13.3,1391.17,1,1,7,1,1,0,11,1,57.1,Primavera,18.8,363.51,1,16,0.75,272.6325,42.1,Moderate,1,3,True,False,False,False,True
6919,Departamento,56.8,3,2,41.0,Average,A,0,6,1,17.0,1960.09,0,1,2,5,1,1,10,0,78.4,Primavera,19.1,706.42,1,19,0.75,529.8149999999999,45.1,Moderate,1,4,False,False,True,False,False
6920,Casa,72.9,2,1,19.0,Excellent,A,0,3,0,15.5,4251.93,1,2,4,5,1,0,13,1,89.2,Invierno,11.0,505.85,1,17,0.75,379.3875000000001,72.2,Efficient,3,4,False,True,False,False,True
6921,Departamento,73.7,2,1,48.0,Poor,E,0,4,1,13.4,828.16,0,2,4,4,1,0,11,1,73.0,Primavera,20.8,486.96,1,17,0.75,365.22,18.4,Inefficient,0,0,True,False,False,False,True
6922,Departamento,100.4,3,1,43.0,Poor,D,0,3,0,11.0,1510.19,0,1,1,1,1,0,4,1,84.6,Invierno,8.9,272.04,1,18,0.75,204.03000000000003,28.4,Moderate,0,1,True,False,False,False,True
6923,Casa,152.4,4,2,20.0,Good,E,0,8,0,9.6,3364.83,3,1,6,4,1,0,15,1,69.2,Otoño,16.6,406.18,1,23,0.75,304.635,47.3,Moderate,2,0,False,False,False,True,False
6924,Casa,140.1,4,5,38.0,Poor,D,0,1,0,11.0,1796.58,0,1,1,1,1,0,4,1,72.2,Otoño,12.3,202.65,1,18,0.75,151.9875,33.6,Moderate,0,1,True,False,False,True,False
6925,Departamento,55.1,3,2,14.0,Good,E,0,3,0,10.4,411.97,0,1,3,0,1,0,5,1,71.2,Verano,32.9,238.69,1,19,0.75,179.01749999999998,39.0,Moderate,2,0,False,False,False,False,True
6926,Departamento,41.1,2,1,26.0,Excellent,D,0,3,1,23.9,504.05,4,1,5,4,1,0,15,1,73.0,Verano,28.3,1367.36,1,19,0.75,1025.52,26.6,Moderate,3,1,False,False,False,False,True
6927,Casa,107.2,2,1,13.0,Good,B,0,1,1,13.9,593.07,0,2,0,2,1,0,5,1,81.0,Primavera,19.9,311.53,1,22,0.75,233.6475,47.3,Moderate,2,3,False,False,False,False,True
6928,Departamento,63.5,1,1,25.0,Excellent,E,0,4,1,19.0,528.77,0,1,1,5,1,0,8,1,74.6,Primavera,18.3,455.54,1,21,0.75,341.65500000000003,57.0,Efficient,3,0,False,False,False,True,False
6929,Casa,102.7,3,2,8.0,Excellent,A,0,1,0,12.8,3292.34,2,1,0,0,1,1,5,0,89.4,Otoño,14.1,232.14,1,21,0.75,174.105,81.0,Efficient,3,4,False,False,True,True,False
6930,Departamento,67.4,1,1,42.0,Poor,E,0,1,0,8.4,1042.24,1,1,0,0,1,0,3,1,62.6,Verano,23.4,248.36,1,21,0.75,186.27,10.7,Inefficient,0,0,True,False,False,False,True
6931,Departamento,80.1,4,4,20.0,Poor,B,0,6,0,12.5,626.11,0,1,3,3,1,0,8,0,78.7,Primavera,21.2,405.16,1,16,0.75,303.87,49.1,Moderate,0,3,False,False,True,True,False
6932,Departamento,50.7,1,2,20.0,Excellent,B,0,3,1,19.9,2031.08,0,1,3,3,1,1,9,0,69.5,Primavera,20.9,477.25,1,19,0.75,357.9375,76.6,Efficient,3,3,False,False,True,False,True
6933,Casa,205.3,4,4,49.0,Poor,E,0,6,1,20.2,1423.52,1,1,4,7,1,0,14,1,56.1,Verano,23.6,1378.38,1,18,0.75,1033.785,14.6,Inefficient,0,0,True,False,False,False,True
6934,Casa,176.7,2,1,22.0,Excellent,B,0,3,0,8.0,1019.95,2,2,1,2,1,0,8,1,87.6,Invierno,6.7,378.8,1,17,0.75,284.1,78.5,Efficient,3,3,False,False,False,True,False
6935,Casa,157.9,5,5,5.0,Good,A,0,7,0,14.4,2388.17,2,2,6,5,1,0,16,0,55.8,Verano,26.0,703.74,1,18,0.75,527.8050000000001,59.4,Efficient,2,4,False,False,True,True,False
6936,Departamento,66.0,1,2,28.0,Excellent,E,0,1,1,20.6,1385.67,0,1,0,1,1,1,4,1,66.9,Invierno,5.0,483.55,1,17,0.75,362.6625,14.5,Inefficient,3,0,False,False,False,False,True
6937,Casa,67.8,2,1,22.0,Good,D,0,7,0,12.5,1113.37,1,2,12,7,1,0,23,0,85.2,Otoño,13.0,705.5,1,19,0.75,529.125,51.9,Moderate,2,1,False,False,True,False,True
6938,Departamento,87.0,1,1,41.0,Average,B,0,1,0,12.6,3983.29,2,1,1,0,1,0,5,1,60.1,Verano,27.8,429.78,1,16,0.75,322.335,20.5,Inefficient,1,3,True,False,False,False,True
6939,Casa,102.6,3,2,26.0,Average,E,1,4,0,8.0,1330.21,1,1,3,0,1,0,6,1,79.5,Otoño,14.2,151.18,1,15,0.75,113.385,35.2,Moderate,1,0,False,False,False,False,False
6940,Departamento,128.4,1,1,12.0,Excellent,C,0,1,0,8.0,1370.93,0,2,0,0,1,1,4,1,62.1,Verano,29.7,171.88,1,16,0.75,128.91,57.2,Efficient,3,2,False,False,False,False,True
6941,Departamento,74.6,3,2,9.0,Excellent,B,0,2,1,16.9,1041.64,2,2,2,5,1,0,12,1,87.6,Verano,24.1,591.65,1,19,0.75,443.7375,67.0,Efficient,3,3,False,False,False,True,False
6942,Casa,65.4,2,1,16.0,Average,A,0,6,1,22.0,659.21,0,1,5,4,1,0,11,1,60.0,Primavera,20.5,723.07,1,15,0.75,542.3025,53.0,Efficient,1,4,False,False,False,True,False
6943,Casa,248.8,8,5,38.0,Good,B,0,6,1,16.6,1748.88,3,2,12,5,1,0,23,1,43.2,Verano,27.8,1674.04,1,20,0.75,1255.53,41.1,Moderate,2,3,True,False,False,False,True
6944,Casa,243.7,3,2,13.0,Good,A,0,3,1,19.1,2227.78,3,1,2,6,1,0,13,1,61.1,Invierno,7.6,1568.16,1,20,0.75,1176.12,21.9,Inefficient,2,4,False,False,False,False,False
6945,Casa,124.2,6,1,45.0,Good,E,0,7,1,17.3,1330.21,1,2,4,5,1,0,13,0,42.0,Primavera,17.3,815.36,1,23,0.75,611.52,36.3,Moderate,2,0,False,False,True,False,True
6946,Casa,85.4,4,2,18.0,Poor,B,0,4,1,24.0,1967.85,0,1,0,5,1,0,7,1,62.9,Otoño,15.0,525.47,1,18,0.75,394.1025,29.0,Moderate,0,3,False,False,False,False,True
6947,Casa,138.1,3,3,23.0,Good,A,0,3,1,16.6,6341.4,2,1,3,4,1,0,11,1,77.4,Otoño,17.3,392.71,1,20,0.75,294.5325,74.6,Efficient,2,4,False,True,False,True,False
6948,Casa,95.4,2,3,19.0,Poor,A,0,4,1,13.9,779.83,2,2,2,5,1,1,13,0,70.7,Verano,25.4,1145.29,1,15,0.75,858.9675,36.7,Moderate,0,4,False,False,True,True,False
6949,Casa,63.6,1,1,3.0,Good,C,1,3,0,8.2,2115.11,0,1,1,3,1,0,6,0,91.9,Otoño,19.8,74.08,1,21,0.75,55.56,76.2,Efficient,2,2,False,False,True,True,False
6950,Departamento,44.7,2,1,28.0,Good,C,0,2,0,14.4,1330.21,1,1,0,2,1,0,5,1,61.0,Invierno,5.6,417.3,1,18,0.75,312.975,48.6,Moderate,2,2,False,False,False,True,False
6951,Departamento,49.3,1,3,47.0,Average,E,0,1,1,22.6,594.19,0,1,2,1,1,0,5,1,62.5,Verano,33.0,607.16,1,20,0.75,455.37,0.9,Inefficient,1,0,True,False,False,False,True
6952,Departamento,92.4,3,1,33.0,Average,D,0,4,0,11.4,696.15,1,2,2,4,1,0,10,0,55.7,Invierno,11.4,548.43,1,18,0.75,411.3225,25.7,Moderate,1,1,False,False,True,False,False
6953,Casa,99.5,1,1,35.0,Poor,D,0,2,0,11.8,2619.85,1,1,4,5,1,0,12,0,57.0,Otoño,16.6,582.12,1,15,0.75,436.59,0.0,Inefficient,0,1,False,False,True,False,False
6954,Casa,135.1,4,1,31.0,Good,E,0,6,0,12.0,3578.65,4,2,4,4,1,1,16,0,80.3,Invierno,2.3,446.62,1,22,0.75,334.96500000000003,52.5,Moderate,2,0,False,False,True,True,False
6955,Departamento,111.6,3,3,9.0,Good,B,0,2,0,12.7,2565.3,4,2,1,4,1,0,12,1,66.7,Primavera,20.1,304.34,1,21,0.75,228.255,67.2,Efficient,2,3,False,False,False,True,False
6956,Casa,38.9,2,3,32.0,Poor,D,0,1,0,12.1,458.18,0,2,0,0,1,0,3,1,83.6,Primavera,28.4,188.43,1,19,0.75,141.3225,22.7,Inefficient,0,1,True,False,False,False,True
6957,Casa,147.0,5,3,32.0,Excellent,D,0,6,0,11.4,3377.99,2,1,2,4,1,0,10,1,53.7,Primavera,18.6,863.59,1,15,0.75,647.6925,44.4,Moderate,3,1,True,False,False,False,False
6958,Departamento,107.4,2,2,49.0,Good,A,0,2,1,23.7,3137.1,3,1,0,4,1,1,10,0,55.1,Invierno,5.4,716.74,1,19,0.75,537.5550000000001,46.3,Moderate,2,4,False,False,True,True,False
6959,Departamento,49.4,1,1,9.0,Poor,B,0,2,0,10.1,369.98,0,1,2,1,1,0,5,1,72.5,Invierno,4.7,245.21,1,17,0.75,183.9075,42.7,Moderate,0,3,False,False,False,True,False
6960,Casa,84.5,3,2,41.0,Average,E,0,6,0,10.5,951.63,0,2,6,4,1,0,13,1,85.5,Otoño,11.3,476.06,1,16,0.75,357.045,35.6,Moderate,1,0,True,False,False,False,True
6961,Departamento,76.1,1,1,56.0,Average,D,0,2,0,9.8,1303.3,0,1,3,1,1,1,7,1,56.2,Primavera,20.2,293.71,1,19,0.75,220.2825,35.2,Moderate,1,1,True,False,False,False,True
6962,Casa,123.5,4,2,17.0,Good,A,0,3,0,14.5,831.65,0,2,6,1,1,0,10,1,66.7,Primavera,18.0,407.2,1,19,0.75,305.4,56.2,Efficient,2,4,False,False,False,False,True
6963,Casa,188.5,8,5,23.0,Excellent,E,0,8,0,11.0,2086.01,0,1,11,7,1,0,20,1,64.8,Invierno,8.5,803.67,1,20,0.75,602.7524999999999,49.2,Moderate,3,0,False,False,False,False,True
6964,Departamento,54.0,1,3,45.0,Good,B,0,1,1,17.6,706.23,0,1,0,2,1,0,4,1,75.3,Verano,29.0,297.64,1,18,0.75,223.23,49.2,Moderate,2,3,True,False,False,False,True
6965,Casa,86.8,1,1,41.0,Poor,D,0,1,0,10.6,1156.48,0,1,1,1,1,0,4,0,65.7,Verano,33.0,139.4,1,20,0.75,104.55,31.9,Moderate,0,1,False,False,True,True,False
6966,Casa,99.9,2,1,67.0,Poor,D,0,4,0,10.9,2463.72,2,1,1,2,1,0,7,0,52.7,Verano,24.3,468.53,1,18,0.75,351.3975,26.2,Moderate,0,1,False,False,True,True,False
6967,Pequeño Comercio,66.6,1,1,54.0,Excellent,D,0,2,0,8.8,552.63,2,2,1,1,0,0,6,1,46.3,Verano,28.9,413.39,1,20,0.75,310.0425,50.4,Moderate,3,1,True,False,False,False,True
6968,Casa,81.3,1,1,57.0,Excellent,C,0,2,0,17.4,1183.44,0,2,0,1,1,0,4,1,55.3,Otoño,13.3,237.95,1,22,0.75,178.46249999999998,61.9,Efficient,3,2,True,False,False,True,False
6969,Departamento,67.3,1,3,37.0,Average,B,0,1,1,18.0,533.49,0,1,0,2,1,0,4,1,35.8,Otoño,12.9,186.11,1,19,0.75,139.5825,50.7,Moderate,1,3,True,False,False,True,False
6971,Departamento,47.0,2,3,12.0,Good,B,0,3,0,8.8,482.22,0,1,2,2,1,0,6,1,52.6,Verano,29.7,216.89,1,18,0.75,162.6675,35.5,Moderate,2,3,False,False,False,False,False
6972,Departamento,69.6,3,1,9.0,Poor,A,0,1,1,18.3,498.36,0,1,1,2,1,0,5,1,73.2,Invierno,8.3,566.85,1,20,0.75,425.1375000000001,23.0,Inefficient,0,4,False,False,False,True,False
6973,Casa,159.7,3,1,40.0,Excellent,A,0,5,0,11.2,4069.8,4,1,3,3,1,0,12,1,46.5,Otoño,15.4,380.47,1,20,0.75,285.3525,74.0,Efficient,3,4,True,False,False,True,False
6974,Departamento,55.1,3,3,48.0,Poor,D,0,5,0,8.9,1612.8,0,2,3,3,1,0,9,1,51.8,Invierno,11.2,423.94,1,17,0.75,317.955,24.0,Inefficient,0,1,True,False,False,False,True
6975,Departamento,54.9,2,1,14.0,Good,B,0,4,0,8.0,2132.47,0,2,2,2,1,0,7,1,74.6,Otoño,15.9,193.94,1,18,0.75,145.45499999999998,59.0,Efficient,2,3,False,False,False,False,True
6976,Casa,112.6,3,1,28.0,Good,C,0,2,1,17.5,3021.68,1,1,1,2,1,1,7,1,61.5,Primavera,20.2,544.36,1,18,0.75,408.27,32.0,Moderate,2,2,False,False,False,False,True
6977,Casa,115.2,4,1,22.0,Poor,C,0,7,0,13.7,1562.17,0,2,5,3,1,0,11,1,65.4,Primavera,25.3,605.12,1,21,0.75,453.84,43.8,Moderate,0,2,False,False,False,False,True
6978,Casa,60.2,3,5,3.0,Good,A,0,3,0,17.5,771.02,0,2,3,2,1,0,8,1,71.8,Otoño,19.8,290.7,1,19,0.75,218.025,63.6,Efficient,2,4,False,False,False,True,False
6979,Casa,105.1,3,2,52.0,Poor,C,0,3,0,8.3,1279.26,1,1,2,2,1,0,7,0,55.0,Invierno,2.1,224.2,1,18,0.75,168.14999999999998,42.5,Moderate,0,2,False,False,True,True,False
6980,Departamento,64.8,8,4,13.0,Good,B,0,5,1,19.6,859.63,0,2,3,3,1,0,9,1,78.7,Primavera,23.5,611.93,1,17,0.75,458.9475,59.4,Efficient,2,3,False,False,False,False,True
6981,Departamento,65.5,2,1,6.0,Poor,D,0,1,0,9.9,1210.36,0,1,1,0,1,1,4,1,89.5,Primavera,17.7,118.24,1,20,0.75,88.67999999999999,35.6,Moderate,0,1,False,False,False,True,False
6982,Casa,102.3,5,4,77.0,Average,C,0,5,1,17.7,4112.17,0,2,5,5,1,1,14,0,47.0,Invierno,11.4,691.91,1,19,0.75,518.9325,29.2,Moderate,1,2,False,False,True,False,False
6983,Casa,93.9,1,2,45.0,Good,E,0,1,0,8.7,978.01,0,2,1,0,1,0,4,1,52.7,Verano,30.9,130.27,1,18,0.75,97.7025,44.5,Moderate,2,0,True,False,False,False,True
6984,Casa,121.4,4,3,20.0,Good,D,1,3,1,16.8,1774.93,0,1,3,4,1,1,10,0,68.7,Invierno,17.6,370.38,1,13,0.75,277.785,68.7,Efficient,2,1,False,False,True,True,False
6985,Casa,38.3,1,1,17.0,Excellent,B,0,2,1,21.4,551.12,0,1,2,3,1,0,7,1,62.9,Verano,30.5,366.37,1,16,0.75,274.77750000000003,66.9,Efficient,3,3,False,False,False,True,False
6986,Casa,122.5,3,1,7.0,Excellent,D,1,3,0,15.0,3698.79,1,1,3,3,1,0,9,1,67.7,Invierno,10.4,329.99,1,16,0.75,247.4925,86.4,Efficient,3,1,False,False,False,True,False
6987,Departamento,44.6,1,3,37.0,Good,A,0,2,1,14.7,1109.71,0,1,4,5,1,0,11,1,65.2,Otoño,16.2,407.89,1,20,0.75,305.9175,53.7,Efficient,2,4,True,False,False,False,True
6988,Departamento,107.3,4,4,13.0,Excellent,B,0,4,0,12.3,3098.75,3,1,1,3,1,0,9,1,86.6,Otoño,11.2,399.21,1,22,0.75,299.4075,72.2,Efficient,3,3,False,False,False,True,False
6989,Departamento,56.4,2,2,35.0,Poor,E,0,2,0,9.1,1232.97,0,1,0,2,1,0,4,1,65.8,Invierno,9.7,211.09,1,18,0.75,158.3175,28.4,Moderate,0,0,True,False,False,False,True
6990,Departamento,61.3,1,1,7.0,Good,A,0,2,0,12.6,725.26,1,1,2,2,1,0,7,0,66.8,Invierno,8.2,181.51,1,19,0.75,136.1325,69.0,Efficient,2,4,False,False,True,True,False
6991,Casa,101.0,2,1,43.0,Good,C,0,2,0,9.3,2169.08,1,1,1,3,1,0,7,1,54.4,Otoño,16.2,262.8,1,20,0.75,197.1,47.5,Moderate,2,2,True,False,False,False,True
6992,Casa,885.2823217971395,1,1,33.0,Poor,E,0,2,0,13.3,1493.2,0,1,1,2,1,0,5,1,65.8,Verano,27.3,307.07,1,15,0.75,230.3025,14.3,Inefficient,0,0,True,False,False,False,True
6993,Departamento,82.0,1,3,27.0,Poor,D,0,1,1,24.0,666.96,0,1,0,1,1,0,3,1,67.4,Verano,26.8,367.5,1,17,0.75,275.625,3.6,Inefficient,0,1,False,False,False,False,True
6994,Casa,161.1,5,5,28.0,Excellent,E,0,4,0,10.2,1973.66,3,2,2,3,1,0,11,0,59.6,Invierno,3.6,294.83,1,19,0.75,221.1225,53.2,Efficient,3,0,False,False,True,True,False
6995,Casa,76.4,3,4,43.0,Poor,E,0,2,0,9.7,1535.68,0,1,1,1,1,0,4,1,48.1,Otoño,19.3,303.64,1,15,0.75,227.73,3.9,Inefficient,0,0,True,False,False,False,False
6996,Casa,135.4,5,3,11.0,Good,A,0,4,0,12.7,1215.57,1,1,2,4,1,0,9,1,69.4,Primavera,23.2,385.02,1,20,0.75,288.765,47.7,Moderate,2,4,False,False,False,False,False
6997,Departamento,48.9,2,1,29.0,Average,B,0,3,0,15.6,1254.31,1,1,2,2,1,0,7,0,68.9,Primavera,16.5,474.24,1,19,0.75,355.68,56.4,Efficient,1,3,False,False,True,False,True
6998,Departamento,63.9,1,3,16.0,Good,D,0,1,0,13.7,609.67,1,1,0,0,1,0,3,0,68.9,Verano,25.6,436.37,1,19,0.75,327.27750000000003,10.0,Inefficient,2,1,False,False,True,False,False
6999,Casa,133.4,5,5,36.0,Excellent,E,0,4,0,15.0,1687.71,1,2,4,4,1,0,12,1,68.3,Verano,26.1,840.96,1,20,0.75,630.72,36.4,Moderate,3,0,True,False,False,False,False
7000,Departamento,51.8,1,2,38.0,Excellent,A,0,1,1,22.3,1330.21,0,1,0,1,1,0,3,1,89.1,Primavera,15.8,335.41,1,17,0.75,251.5575,45.8,Moderate,3,4,True,False,False,False,True
7002,Departamento,80.0,4,4,8.0,Average,A,0,5,0,13.8,1170.78,0,1,2,4,1,0,8,1,86.9,Invierno,11.6,461.54,1,18,0.75,346.15500000000003,58.5,Efficient,1,4,False,False,False,True,False
7003,Casa,221.2,4,1,24.0,Good,B,0,3,1,18.9,2898.98,2,1,1,4,1,0,9,1,56.9,Invierno,10.2,802.53,1,17,0.75,601.8975,45.9,Moderate,2,3,False,False,False,True,False
7004,Casa,127.5,2,1,35.0,Average,B,0,3,1,19.6,2384.07,1,1,6,1,1,0,10,1,59.3,Invierno,10.2,1075.89,1,19,0.75,806.9175,16.9,Inefficient,1,3,True,False,False,False,False
7005,Departamento,62.9,2,1,33.0,Excellent,B,0,5,1,16.4,1359.13,0,2,5,5,1,0,13,1,67.7,Verano,29.1,433.59,1,21,0.75,325.1925,71.7,Efficient,3,3,True,False,False,True,False
7006,Casa,128.7,3,1,31.0,Average,D,0,2,0,11.6,662.39,0,2,3,1,1,0,7,1,76.3,Invierno,7.9,315.42,1,19,0.75,236.565,29.9,Moderate,1,1,True,False,False,True,False
7007,Casa,118.9,2,1,31.0,Excellent,A,0,2,0,14.8,621.01,1,2,0,3,1,0,7,1,78.0,Invierno,9.6,401.76,1,18,0.75,301.32,68.6,Efficient,3,4,True,False,False,False,True
7008,Casa,107.9,4,1,50.0,Poor,D,0,3,0,15.9,4668.3,3,2,2,4,1,1,13,1,70.3,Primavera,18.2,1258.33,1,17,0.75,943.7475,0.0,Inefficient,0,1,True,False,False,False,False
7009,Casa,129.1,2,1,56.0,Poor,E,0,1,1,24.0,1936.85,0,1,0,2,1,1,5,1,45.0,Verano,29.3,317.86,1,17,0.75,238.395,2.6,Inefficient,0,0,True,False,False,True,False
7010,Casa,128.0,6,5,28.0,Poor,B,0,7,1,20.2,3855.3,1,1,8,7,1,1,19,0,88.8,Verano,30.8,1009.23,1,16,0.75,756.9225,42.9,Moderate,0,3,False,False,True,False,True
7011,Casa,124.8,1,1,13.0,Good,A,0,1,0,15.8,1298.22,0,2,1,0,1,0,4,0,80.5,Otoño,13.8,296.02,1,14,0.75,222.015,58.1,Efficient,2,4,False,False,True,False,True
7012,Departamento,55.9,2,3,41.0,Good,E,0,2,0,16.1,776.22,0,1,1,2,1,0,5,1,43.3,Verano,27.7,414.39,1,20,0.75,310.7925,21.3,Inefficient,2,0,True,False,False,False,True
7013,Departamento,75.6,2,1,13.0,Good,E,0,2,0,14.7,556.99,0,1,2,2,1,0,6,1,66.4,Primavera,21.9,365.86,1,18,0.75,274.395,40.1,Moderate,2,0,False,False,False,False,True
7014,Departamento,76.8,2,2,20.0,Poor,D,0,1,0,11.9,1178.19,2,1,0,1,1,0,5,0,83.0,Otoño,21.1,168.58,1,15,0.75,126.435,23.8,Inefficient,0,1,False,False,True,False,True
7015,Departamento,105.2,1,1,28.0,Good,A,0,2,0,11.5,1506.5,1,1,1,1,1,0,5,0,86.9,Invierno,6.6,388.38,1,18,0.75,291.285,59.6,Efficient,2,4,False,False,True,False,True
7017,Casa,162.6,5,2,77.0,Average,D,0,1,0,11.1,2175.76,3,1,0,0,1,0,5,0,66.7,Primavera,17.2,244.12,1,15,0.75,183.09,27.6,Moderate,1,1,False,False,True,True,False
7018,Casa,163.1,4,5,26.0,Poor,B,0,1,1,16.3,1716.88,2,1,2,2,1,0,8,1,57.5,Verano,29.4,1012.1,1,16,0.75,759.075,0.0,Inefficient,0,3,False,False,False,False,False
7019,Casa,123.8,5,5,12.0,Good,B,0,1,1,20.5,6092.6,5,1,0,1,1,0,8,1,88.3,Verano,33.0,1046.68,1,16,0.75,785.01,31.2,Moderate,2,3,False,True,False,True,False
7020,Pequeño Comercio,72.1,2,1,7.0,Good,A,0,1,0,12.1,756.47,0,2,0,2,0,1,5,1,71.7,Primavera,22.8,170.23,1,19,0.75,127.6725,58.7,Efficient,2,4,False,False,False,False,True
7021,Casa,174.3,6,5,13.0,Poor,A,0,8,0,14.1,2447.61,4,2,6,5,1,0,18,1,77.6,Verano,27.6,1033.49,1,17,0.75,775.1175000000001,46.4,Moderate,0,4,False,False,False,True,False
7022,Casa,66.9,1,1,19.0,Excellent,B,0,1,1,15.1,1140.49,1,1,1,2,1,0,6,1,70.6,Invierno,14.8,451.17,1,19,0.75,338.3775,49.2,Moderate,3,3,False,False,False,True,False
7023,Departamento,101.9,7,1,8.0,Good,A,0,7,0,12.2,901.9,0,1,4,8,1,0,14,1,75.2,Otoño,16.6,696.45,1,17,0.75,522.3375000000001,56.3,Efficient,2,4,False,False,False,False,True
7024,Casa,91.5,5,4,15.0,Good,B,0,6,0,14.6,803.07,0,2,4,3,1,0,10,1,87.5,Invierno,5.8,591.64,1,18,0.75,443.73,68.5,Efficient,2,3,False,False,False,True,False
7025,Casa,53.9,3,4,68.0,Average,E,0,4,1,17.8,2526.99,0,2,6,9,1,0,18,0,38.6,Otoño,12.6,790.55,1,20,0.75,592.9124999999999,28.0,Moderate,1,0,False,False,True,False,True
7026,Casa,131.7,4,1,15.0,Good,D,0,2,0,14.3,2040.62,2,1,0,2,1,1,7,1,78.2,Otoño,18.7,316.57,1,18,0.75,237.4275,54.1,Efficient,2,1,False,False,False,False,True
7027,Casa,180.8,7,3,10.0,Good,A,0,3,1,21.8,2614.69,2,1,2,7,1,0,13,0,76.4,Otoño,18.1,473.23,1,18,0.75,354.9225,73.9,Efficient,2,4,False,False,True,True,False
7028,Casa,106.7,3,3,28.0,Poor,C,0,1,1,23.5,2085.49,1,1,0,1,1,1,5,1,60.4,Invierno,4.3,760.99,1,18,0.75,570.7425000000001,9.9,Inefficient,0,2,False,False,False,False,True
7029,Casa,149.1,1,2,12.0,Excellent,B,0,2,0,9.8,639.14,0,2,1,2,1,0,6,1,67.8,Invierno,8.4,380.45,1,20,0.75,285.3375,58.4,Efficient,3,3,False,False,False,False,False
7031,Casa,85.2,1,4,36.0,Average,E,0,1,1,19.8,2274.33,0,2,1,1,1,1,6,0,66.7,Otoño,20.2,537.91,1,18,0.75,403.4325,0.0,Inefficient,1,0,False,False,True,False,True
7032,Casa,132.7,1,1,12.0,Poor,C,0,2,0,12.3,2977.83,2,1,1,0,1,0,5,1,98.3,Verano,23.4,519.74,1,15,0.75,389.805,12.1,Inefficient,0,2,False,False,False,False,False
7033,Departamento,37.3,1,2,16.0,Good,E,0,1,0,13.9,624.16,1,1,0,2,1,0,5,1,85.7,Invierno,8.4,250.95,1,16,0.75,188.2125,34.6,Moderate,2,0,False,False,False,False,True
7034,Departamento,78.0,2,1,20.0,Excellent,B,0,1,0,17.4,866.96,0,1,3,2,1,0,7,1,76.9,Otoño,16.0,382.48,1,19,0.75,286.86,51.4,Moderate,3,3,False,False,False,False,True
7036,Casa,181.0,4,3,41.0,Excellent,E,0,2,0,8.3,1353.21,2,2,1,0,1,0,6,1,61.7,Invierno,5.6,267.33,1,19,0.75,200.4975,51.6,Moderate,3,0,True,False,False,False,True
7037,Departamento,77.6,2,2,28.0,Poor,D,0,3,0,12.3,646.61,0,1,5,3,1,0,10,0,46.2,Otoño,13.6,612.97,1,19,0.75,459.7275,15.8,Inefficient,0,1,False,False,True,False,False
7038,Casa,126.0,2,4,22.0,Poor,A,0,1,0,9.2,1493.02,0,2,2,0,1,0,5,0,69.1,Verano,30.5,166.28,1,19,0.75,124.71,26.2,Moderate,0,4,False,False,True,False,True
7039,Departamento,78.4,2,2,44.0,Average,D,0,3,1,19.6,814.54,0,1,2,3,1,0,7,0,49.7,Verano,30.0,427.44,1,19,0.75,320.58,42.3,Moderate,1,1,False,False,True,True,False
