id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
8989,Casa,82.0,2,1,17.0,Poor,A,False,1,False,8.0,1751.18,0,1,1,0,1,0,8,True,Eléctrica,LED,79.2,Primavera,20.1,95.04,True,19,0.157,14.92,26.96,Eficiente
8990,Casa,131.1,6,3,17.0,Poor,B,False,8,True,18.5,1425.78,0,2,6,11,1,0,23,True,Eléctrica,LED,75.9,Invierno,1.2,982.94,False,20,0.189,185.78,79.41,Ineficiente
8991,Casa,123.2,5,3,47.0,Poor,E,False,1,True,19.0,1801.08,0,1,1,1,1,0,8,True,Gas,Mixta,,Primavera,23.2,281.08,True,17,0.208,58.46,59.32,Moderado
8992,Departamento,77.1,2,2,7.0,Excellent,C,False,2,True,22.7,3279.36,5,1,1,1,1,0,14,True,Eléctrica,LED,89.5,Otoño,18.8,519.61,False,11,0.22,114.31,51.11,Moderado
8993,Departamento,59.3,1,1,37.0,Poor,D,False,1,False,11.6,1665.73,0,1,1,0,1,0,4,True,Gas,Mixta,91.4,Primavera,17.6,109.19,False,9,0.152,16.6,37.36,Eficiente
8994,Casa,123.1,3,2,25.0,Excellent,A,False,4,False,10.0,1189.92,0,1,5,1,1,0,17,True,Eléctrica,Incandescente,86.6,Otoño,16.0,443.18,False,20,0.181,80.22,45.67,Moderado
8995,Departamento,87.8,3,1,13.0,Average,B,False,2,False,,2291.82,1,1,3,3,1,1,14,True,Eléctrica,LED,73.8,Invierno,10.1,591.4,True,19,0.15,88.71,73.38,Ineficiente
8996,Casa,107.8,2,4,10.0,Good,C,True,4,False,12.2,2643.2,2,2,1,4,1,0,11,False,Ninguna,Mixta,72.7,Invierno,5.5,359.61,True,19,0.183,65.81,54.28,Moderado
8997,Casa,140.4,3,1,27.0,Poor,E,False,2,False,14.4,1819.29,1,2,1,0,1,0,11,True,Eléctrica,Incandescente,84.2,Invierno,8.7,757.63,False,17,0.182,137.89,124.51,Ineficiente
8998,Casa,112.6,2,1,29.0,Average,B,False,3,True,24.0,1185.62,0,1,0,2,1,0,12,True,Eléctrica,LED,77.6,Primavera,19.0,491.59,False,16,0.184,90.45,69.26,Ineficiente
8999,Pequeño Comercio,148.9,6,3,46.0,Poor,E,False,8,False,11.1,4253.08,5,3,1,4,0,0,17,True,Gas,Mixta,66.4,Primavera,22.5,549.06,True,22,0.136,74.67,58.74,Moderado
9000,Casa,371.4,8,4,11.0,Average,E,False,8,False,13.0,4330.35,2,2,5,2,1,1,19,True,Losa Radiante,Incandescente,71.5,Primavera,25.1,1197.69,False,22,0.161,192.83,124.25,Ineficiente
9001,Casa,99.9,1,1,17.0,Good,C,False,2,False,8.8,,0,1,0,0,1,0,4,True,Eléctrica,Mixta,60.2,Verano,27.9,127.67,False,13,0.16,20.43,44.31,Moderado
9002,Casa,241.1,4,5,,Poor,E,False,4,False,11.4,4334.13,3,1,1,2,1,0,11,True,Losa Radiante,LED,60.5,Verano,27.2,954.24,False,19,0.178,169.85,154.79,Ineficiente
9003,Casa,89.5,3,4,17.0,Good,C,False,4,False,9.8,1425.32,0,1,4,0,1,0,13,True,Eléctrica,Incandescente,69.6,Otoño,15.7,495.67,False,12,0.23,114.0,56.41,Moderado
9004,Casa,97.4,3,1,9.0,Good,A,False,3,True,21.4,541.86,0,1,3,3,1,0,9,True,Eléctrica,LED,73.7,Otoño,13.2,441.65,True,20,0.174,76.85,88.13,Ineficiente
9005,Casa,106.9,1,1,3.0,Good,B,False,1,False,11.6,677.55,2,1,2,0,1,0,7,True,Eléctrica,LED,85.5,Primavera,17.0,110.39,False,17,0.205,22.63,25.19,Eficiente
9006,Departamento,97.0,1,2,20.0,Good,C,False,1,False,19.6,2969.57,1,1,0,1,1,1,15,False,Ninguna,LED,70.8,Verano,26.1,539.3,False,16,0.136,73.34,60.35,Moderado
9007,Pequeño Comercio,190.9,2,1,62.0,Average,D,False,3,False,8.0,2772.79,0,2,3,3,0,1,11,True,Gas,LED,51.6,Invierno,9.5,221.67,False,15,0.148,32.81,31.55,Eficiente
9008,Casa,198.8,8,2,25.0,Good,A,False,3,False,12.2,3409.18,2,1,3,3,1,1,18,True,Eléctrica,LED,74.0,Primavera,19.9,392.18,False,9,0.172,67.45,33.61,Eficiente
9009,Casa,102.3,3,1,43.0,Average,E,False,3,True,21.6,558.07,2,1,0,4,1,0,19,True,Gas,Mixta,60.5,Verano,24.4,1174.67,True,16,0.19,223.19,100.57,Ineficiente
9010,Departamento,65.6,3,1,18.0,Excellent,B,False,3,True,21.6,438.62,0,2,1,3,1,0,11,True,Eléctrica,LED,62.5,Otoño,13.5,369.46,False,12,0.19,70.2,56.65,Moderado
9011,Casa,101.6,1,3,30.0,Good,D,False,1,True,16.6,436.17,0,1,0,1,1,0,11,True,Eléctrica,Mixta,65.2,Otoño,12.4,343.0,True,19,0.131,44.93,62.77,Moderado
9012,Departamento,74.2,2,1,3.0,Good,B,False,2,True,17.1,1837.46,1,1,3,2,1,1,14,True,Eléctrica,LED,79.1,Verano,31.9,471.14,True,16,0.191,89.99,56.04,Moderado
9013,Casa,132.5,5,5,8.0,Good,A,False,7,False,11.5,996.02,0,2,7,2,1,0,16,False,Ninguna,LED,65.9,Primavera,15.4,353.8,True,22,0.138,48.82,43.42,Moderado
9014,Departamento,103.6,3,3,25.0,Average,C,False,4,True,19.1,700.92,0,1,1,3,1,0,9,True,Eléctrica,LED,78.0,Verano,30.7,384.65,True,16,0.182,70.01,66.75,Ineficiente
9015,Casa,169.8,7,2,17.0,Excellent,A,False,4,False,10.1,8178.76,4,1,1,6,1,0,23,True,Losa Radiante,Mixta,72.8,Verano,26.5,657.24,False,15,0.16,105.16,50.31,Moderado
9016,Departamento,72.6,1,2,72.0,Poor,B,False,1,True,24.0,1061.7,1,1,1,3,1,1,14,False,Ninguna,Mixta,43.7,Primavera,15.6,648.22,True,21,0.201,130.29,86.28,Ineficiente
9017,Casa,102.3,2,3,62.0,Poor,E,False,4,False,11.2,3148.64,1,1,0,2,1,0,6,True,Gas,Mixta,51.1,Invierno,4.6,310.43,True,17,0.179,55.57,87.68,Ineficiente
9018,Departamento,135.5,8,5,7.0,Good,C,False,5,False,15.0,981.49,0,2,1,2,1,0,9,True,Eléctrica,LED,76.8,Invierno,6.8,432.1,True,23,0.171,73.89,95.2,Ineficiente
9019,Casa,133.9,2,2,35.0,Average,A,False,1,True,21.9,1795.25,0,1,0,2,1,0,9,False,Ninguna,LED,63.6,Otoño,12.0,398.02,False,16,0.155,61.69,80.36,Ineficiente
9020,Departamento,70.8,1,1,2.0,Excellent,E,False,1,False,8.5,767.2,1,1,0,0,1,0,7,True,Eléctrica,LED,81.0,Invierno,7.0,159.12,False,18,0.155,24.66,38.61,Eficiente
9021,Departamento,59.6,2,1,22.0,Poor,B,True,2,True,22.6,1600.48,0,1,0,2,1,1,12,False,Ninguna,Incandescente,66.5,Invierno,12.4,427.25,True,19,0.163,69.64,65.37,Moderado
9022,Casa,134.1,3,2,22.0,Poor,A,False,4,False,12.6,774.56,1,2,2,3,1,0,9,True,Eléctrica,Mixta,82.0,Invierno,13.9,622.3,True,17,0.163,101.43,120.14,Ineficiente
9023,Casa,59.1,4,1,34.0,Good,E,False,4,True,21.9,1367.58,0,1,3,2,1,0,12,True,Gas,Mixta,72.3,Verano,25.2,728.99,False,10,0.188,137.05,91.06,Ineficiente
9024,Casa,82.3,1,2,15.0,Good,A,False,2,False,10.2,1774.13,1,2,1,2,1,0,13,True,Eléctrica,LED,87.2,Primavera,19.6,169.38,True,17,0.164,27.78,22.59,Eficiente
9025,Casa,75.6,1,1,35.0,Average,D,False,2,False,8.9,1543.99,0,1,1,0,1,0,9,True,Gas,Mixta,58.3,Invierno,8.0,178.49,True,20,0.18,32.13,36.09,Eficiente
9026,Casa,95.6,2,2,45.0,Poor,E,True,3,True,22.8,744.88,1,1,3,3,1,0,13,True,Gas,Mixta,38.6,Primavera,19.2,243.55,True,19,0.186,45.3,34.24,Eficiente
9027,Departamento,45.4,1,1,36.0,Poor,D,False,2,False,,563.2,1,1,1,1,1,0,12,True,Gas,Incandescente,63.1,Primavera,22.1,340.29,True,17,0.185,62.95,49.09,Moderado
9028,Departamento,105.6,1,1,,Poor,E,False,1,False,13.8,1949.62,1,1,0,2,1,0,9,True,Gas,Mixta,56.5,Invierno,10.2,245.2,False,10,0.195,47.81,34.06,Eficiente
9029,Casa,166.5,1,1,13.0,Excellent,D,False,2,False,16.0,4386.38,1,1,0,0,1,0,6,True,Losa Radiante,Mixta,74.8,Verano,27.2,382.99,True,12,0.195,74.68,98.37,Ineficiente
9030,Casa,248.8,8,1,17.0,Average,C,False,8,True,21.0,4327.7,4,2,3,14,1,1,29,True,Losa Radiante,Mixta,77.3,Primavera,18.3,1624.13,False,13,0.179,290.72,85.24,Ineficiente
9031,Departamento,64.1,3,1,9.0,Good,C,False,6,False,16.1,988.03,0,2,5,3,1,0,18,True,Eléctrica,LED,72.3,Otoño,10.7,432.79,False,18,0.172,74.44,43.98,Moderado
9032,Departamento,53.2,1,1,18.0,Excellent,D,False,1,True,19.1,602.68,0,1,0,1,1,0,10,True,Eléctrica,Mixta,63.2,Invierno,3.0,491.39,True,18,0.179,87.96,81.06,Ineficiente
9033,Casa,136.9,4,1,30.0,Good,E,False,4,True,17.6,1781.25,1,2,4,8,1,0,20,True,Eléctrica,Mixta,87.7,Invierno,9.1,795.73,True,17,0.176,140.05,68.79,Ineficiente
9034,Casa,104.1,2,1,35.0,Average,E,False,4,True,23.3,759.73,0,1,3,4,1,1,20,True,Gas,Mixta,61.2,Invierno,8.9,1075.87,False,6,0.214,230.24,72.44,Ineficiente
9035,Departamento,53.4,2,3,6.0,Good,A,False,3,False,11.9,279.79,0,1,2,2,1,0,16,False,Ninguna,LED,66.3,Otoño,12.6,239.56,False,10,0.16,38.33,24.81,Eficiente
9036,Departamento,61.7,5,2,50.0,Average,A,False,2,False,12.5,699.98,0,2,4,0,1,0,11,True,Gas,Mixta,49.4,Invierno,12.8,298.96,False,21,0.196,58.6,47.95,Moderado
9037,Casa,172.5,5,3,53.0,Poor,D,True,4,False,11.2,1800.29,2,1,3,5,1,0,14,True,Gas,LED,59.0,Verano,27.3,230.09,False,12,0.196,45.1,27.54,Eficiente
9038,Departamento,87.6,1,1,42.0,Poor,E,False,3,True,16.2,1325.5,3,1,1,5,1,0,14,True,Gas,Mixta,58.5,Verano,32.9,1121.15,True,20,0.163,182.75,148.92,Ineficiente
9039,Casa,127.2,6,3,12.0,Excellent,A,False,7,False,10.7,2019.59,3,2,3,6,1,1,21,True,Eléctrica,LED,89.6,Verano,32.1,516.68,True,17,0.18,93.0,41.88,Eficiente
9040,Departamento,61.9,1,1,26.0,Good,B,False,3,True,17.9,459.14,0,1,1,4,1,0,16,True,Eléctrica,LED,84.5,Verano,28.2,407.83,False,22,0.191,77.9,47.13,Moderado
9041,Casa,113.0,3,1,46.0,Poor,B,False,2,True,18.2,3233.54,3,1,3,3,1,1,19,False,Ninguna,LED,55.1,Verano,27.5,1184.74,True,21,0.226,267.75,111.69,Ineficiente
9042,Casa,134.9,2,2,63.0,Poor,B,False,2,True,24.0,4312.35,2,1,4,2,1,0,17,False,Ninguna,LED,56.6,Invierno,9.7,580.77,True,17,0.19,110.35,54.01,Moderado
9043,Departamento,50.2,1,1,6.0,Good,A,False,3,False,10.8,588.49,0,1,1,4,1,0,17,False,Ninguna,LED,62.5,Invierno,7.9,277.13,True,20,0.146,40.46,30.03,Eficiente
9044,Casa,87.6,2,4,23.0,Good,A,False,1,False,10.2,2848.44,2,1,1,1,1,1,16,False,Ninguna,Mixta,,Verano,23.6,401.15,False,19,0.224,89.86,42.38,Eficiente
9045,Departamento,97.5,4,3,21.0,Average,E,False,3,False,8.9,1435.26,2,2,4,2,1,0,15,True,Eléctrica,Incandescente,,Verano,29.3,468.0,False,12,0.196,91.73,46.54,Moderado
9046,Departamento,76.4,1,1,9.0,Good,B,False,2,False,10.9,580.57,0,1,2,2,1,0,10,True,Eléctrica,LED,86.6,Verano,25.8,217.13,False,14,0.171,37.13,34.61,Eficiente
9047,Casa,107.2,6,3,13.0,Good,B,False,4,False,8.3,1171.21,1,2,5,2,1,0,16,True,Eléctrica,LED,74.9,Otoño,18.2,243.07,True,19,0.196,47.64,29.75,Eficiente
9048,Casa,78.3,4,2,21.0,Poor,A,False,2,True,17.9,702.35,1,1,1,2,1,0,10,False,Ninguna,LED,73.0,Verano,33.0,437.49,True,17,0.165,72.19,74.56,Ineficiente
9049,Casa,160.2,8,5,43.0,Average,E,False,6,False,13.9,5153.2,2,2,3,2,1,0,13,False,Ninguna,LED,74.6,Primavera,19.9,528.49,False,11,0.191,100.94,58.64,Moderado
9050,Casa,89.7,2,1,32.0,Poor,E,False,1,False,8.0,854.68,0,1,0,0,1,1,7,False,Ninguna,Incandescente,73.6,Otoño,15.3,178.17,True,17,0.194,34.56,46.09,Moderado
9051,Departamento,68.6,1,1,49.0,Good,C,False,3,False,9.9,470.32,0,1,1,2,1,0,8,True,Gas,LED,55.8,Primavera,19.9,176.32,False,15,0.181,31.91,40.43,Eficiente
9052,Casa,37.4,1,1,5.0,Good,A,False,1,True,22.1,250.69,2,1,2,3,1,0,16,True,Eléctrica,LED,68.6,Invierno,9.2,573.33,True,22,0.145,83.13,65.11,Moderado
9053,Casa,128.1,4,2,59.0,Poor,D,False,4,True,21.9,5093.0,3,1,3,6,1,0,23,True,Gas,LED,68.0,Invierno,9.8,859.14,True,20,0.187,160.66,70.35,Ineficiente
9054,Pequeño Comercio,142.0,1,1,6.0,Good,A,False,1,False,11.4,1191.63,0,2,1,0,0,0,6,True,Eléctrica,LED,80.3,Primavera,19.8,181.37,False,14,0.191,34.64,43.82,Moderado
9055,Departamento,61.9,1,1,43.0,Poor,B,False,1,True,19.9,851.0,0,1,0,3,1,0,13,True,Gas,LED,61.7,Otoño,11.2,336.84,True,19,0.199,67.03,45.53,Moderado
9056,Casa,164.6,6,2,47.0,Excellent,A,False,3,False,9.2,1674.06,0,1,2,2,1,0,11,False,Ninguna,LED,71.0,Otoño,9.6,235.05,False,11,0.172,40.43,36.05,Eficiente
9057,Casa,64.7,1,1,20.0,Good,E,False,1,True,18.0,483.5,4,1,0,2,1,0,12,True,Eléctrica,LED,81.9,Primavera,22.7,255.88,True,21,0.206,52.71,35.21,Eficiente
9058,Casa,139.3,4,2,25.0,Poor,B,False,1,False,12.2,1043.72,3,1,0,0,1,0,7,True,Eléctrica,Mixta,48.6,Verano,30.7,588.99,True,16,0.165,97.18,143.11,Ineficiente
9059,Casa,140.0,3,2,32.0,Poor,D,False,4,False,11.5,2334.13,2,1,3,1,1,0,12,False,Ninguna,Mixta,60.2,Verano,27.8,637.61,True,17,0.183,116.68,93.53,Ineficiente
9060,Departamento,75.5,1,1,,Poor,E,False,3,False,,824.16,2,1,2,3,1,0,14,True,Gas,Mixta,63.9,Primavera,16.8,332.34,True,19,0.185,61.48,40.62,Eficiente
9061,Casa,166.8,5,2,8.0,Average,C,False,4,True,16.0,4809.17,3,2,4,4,1,1,20,True,Losa Radiante,LED,72.2,Invierno,11.2,529.04,True,19,0.189,99.99,47.79,Moderado
9062,Casa,99.4,2,2,,Excellent,E,False,1,False,16.1,8684.0,5,1,0,1,1,1,15,False,Ninguna,Mixta,,Verano,29.1,689.61,False,20,0.206,142.06,83.35,Ineficiente
9063,Departamento,61.3,2,2,9.0,Excellent,D,False,1,False,10.8,710.37,0,1,3,0,1,0,9,True,Eléctrica,LED,58.8,Primavera,20.5,106.05,True,15,0.178,18.88,12.85,Eficiente
9064,Departamento,59.0,1,1,36.0,Poor,B,False,2,False,8.1,1141.29,0,1,2,4,1,0,14,True,Gas,Incandescente,58.8,Primavera,24.6,392.58,False,14,0.165,64.78,44.74,Moderado
9065,Pequeño Comercio,78.9,2,2,29.0,Excellent,D,False,3,False,18.7,1583.44,1,3,1,5,0,1,16,True,Eléctrica,LED,71.7,Verano,31.0,519.6,False,19,0.189,98.2,59.97,Moderado
9066,Departamento,38.3,1,1,34.0,Average,B,False,1,True,18.8,642.18,0,1,0,2,1,0,8,True,Gas,Incandescente,63.4,Invierno,9.4,399.92,True,21,0.166,66.39,93.71,Ineficiente
9067,Casa,92.5,5,5,33.0,Average,A,False,5,False,13.0,3612.91,1,2,5,4,1,0,18,True,Gas,Incandescente,54.1,Otoño,11.9,634.05,True,20,0.196,124.27,60.44,Moderado
9068,Departamento,51.8,1,1,10.0,Good,B,False,1,False,14.5,431.5,0,1,1,1,1,0,11,True,Eléctrica,Mixta,62.2,Verano,25.0,157.1,False,12,0.164,25.76,20.11,Eficiente
9069,Casa,172.8,3,3,8.0,Excellent,B,False,1,False,,2324.95,3,1,1,1,1,0,10,True,Eléctrica,LED,78.7,Primavera,21.4,222.97,False,17,0.191,42.59,40.87,Eficiente
9070,Departamento,49.3,2,1,38.0,Average,A,False,4,True,24.0,854.88,0,1,1,7,1,0,14,True,Gas,Mixta,57.3,Otoño,17.3,708.4,True,19,0.166,117.59,90.12,Ineficiente
9071,Casa,126.7,2,1,35.0,Good,E,False,2,True,20.6,1744.23,0,1,4,1,1,0,11,True,Gas,Mixta,59.1,Invierno,5.2,639.34,True,21,0.157,100.38,111.97,Ineficiente
9072,Departamento,35.9,1,1,64.0,Average,E,False,2,False,12.1,748.19,0,1,2,3,1,0,12,False,Ninguna,LED,48.9,Otoño,17.4,207.85,True,17,0.169,35.13,27.0,Eficiente
9073,Casa,51.1,1,1,21.0,Good,B,False,1,True,20.8,149.43,1,1,1,1,1,0,12,True,Eléctrica,LED,63.9,Primavera,19.5,293.35,True,19,0.156,45.76,41.9,Eficiente
9074,Casa,97.9,4,1,9.0,Good,A,False,4,True,20.7,1770.04,2,1,3,2,1,0,13,True,Eléctrica,LED,87.4,Invierno,2.5,598.22,True,18,0.193,115.46,78.86,Ineficiente
9075,Departamento,78.5,1,1,58.0,Average,D,False,1,True,20.1,467.29,0,1,1,1,1,0,11,True,Gas,Mixta,44.9,Verano,23.6,329.04,True,18,0.181,59.56,49.16,Moderado
9076,Departamento,75.2,1,1,46.0,Poor,C,False,1,False,12.0,447.34,0,1,1,1,1,0,6,True,Gas,LED,60.8,Otoño,15.8,122.27,True,20,0.194,23.72,36.44,Eficiente
9077,Casa,227.8,5,1,39.0,Poor,D,False,2,False,12.1,4760.97,5,1,0,0,1,1,13,True,Gas,Mixta,59.8,Verano,29.1,1073.86,False,10,0.192,206.18,118.46,Ineficiente
9078,Departamento,52.7,1,1,50.0,Average,E,False,6,True,22.0,736.82,1,2,3,5,1,0,17,True,Gas,Incandescente,54.1,Invierno,4.1,1546.96,True,18,0.203,314.03,156.9,Ineficiente
9079,Departamento,75.7,1,1,9.0,Good,B,False,1,True,23.8,2818.21,2,1,2,3,1,1,14,False,Ninguna,Mixta,76.5,Primavera,18.1,690.11,True,19,0.192,132.5,90.64,Ineficiente
9080,Departamento,124.2,4,2,19.0,Average,D,False,2,False,17.4,2262.68,3,1,1,3,1,0,13,True,Eléctrica,Mixta,82.5,Otoño,22.7,517.59,True,20,0.2,103.52,74.31,Ineficiente
9081,Departamento,70.7,4,3,32.0,Good,C,False,5,True,20.0,371.88,1,1,4,2,1,0,14,True,Gas,Mixta,75.5,Primavera,18.5,524.06,False,14,0.174,91.19,55.12,Moderado
9082,Casa,84.8,6,2,30.0,Average,A,False,5,True,21.9,1174.52,2,2,4,4,1,0,17,True,Eléctrica,Mixta,64.1,Primavera,21.2,706.08,True,21,0.197,139.1,71.25,Ineficiente
9083,Casa,91.4,2,1,24.0,Good,D,False,1,False,15.1,1060.91,1,1,1,0,1,0,9,True,Eléctrica,Mixta,62.6,Verano,32.4,340.51,True,16,0.161,54.82,60.38,Moderado
9084,Departamento,79.0,2,1,45.0,Average,E,False,1,False,13.1,2976.94,0,1,1,2,1,0,9,True,Gas,Mixta,62.0,Verano,26.5,214.91,False,17,0.177,38.04,42.17,Eficiente
9085,Casa,241.8,7,4,53.0,Excellent,E,False,3,True,,2240.4,1,2,2,2,1,1,17,True,Gas,Mixta,60.7,Verano,24.9,816.88,True,17,0.217,177.26,81.12,Ineficiente
9086,Departamento,82.6,3,2,14.0,Good,A,False,3,False,13.6,605.34,0,1,2,5,1,0,15,True,Eléctrica,Mixta,61.7,Primavera,24.4,372.23,False,12,0.151,56.21,36.55,Eficiente
9087,Pequeño Comercio,79.7,1,1,43.0,Poor,B,False,2,False,11.5,1044.48,0,2,0,3,0,0,10,False,Ninguna,Incandescente,,Primavera,22.9,391.23,False,16,0.164,64.16,64.13,Moderado
9088,Departamento,45.9,1,1,33.0,Good,B,False,2,False,16.1,1381.98,0,1,1,1,1,0,9,True,Gas,Mixta,69.3,Otoño,14.2,280.84,True,21,0.148,41.56,57.38,Moderado
9089,Casa,151.9,4,4,33.0,Poor,C,False,4,False,13.2,1419.41,1,1,4,3,1,1,14,True,Gas,Mixta,62.7,Primavera,15.9,388.92,False,8,0.177,68.84,31.27,Eficiente
9090,Departamento,94.6,1,2,52.0,Average,A,False,1,False,15.0,896.42,1,1,0,1,1,1,12,False,Ninguna,Mixta,,Verano,27.7,413.27,False,10,0.174,71.91,47.44,Moderado
9091,Departamento,58.6,1,1,42.0,Excellent,C,False,3,False,12.0,,0,1,1,1,1,0,11,True,Gas,LED,69.7,Primavera,22.3,230.54,False,16,0.189,43.57,30.57,Eficiente
9092,Departamento,67.3,1,1,24.0,Good,C,False,1,False,15.3,831.49,0,1,2,1,1,1,10,True,Eléctrica,LED,54.9,Otoño,14.6,207.02,False,13,0.184,38.09,32.92,Eficiente
9093,Casa,195.5,4,2,51.0,Average,E,True,6,False,15.3,4418.73,3,2,3,11,1,0,26,True,Gas,LED,61.6,Invierno,7.2,478.0,False,11,0.181,86.52,30.11,Eficiente
9094,Casa,149.7,8,2,53.0,Average,E,True,6,True,22.0,2693.64,3,1,5,4,1,0,19,False,Ninguna,LED,45.0,Invierno,7.4,349.93,True,21,0.196,68.59,34.74,Eficiente
9095,Departamento,46.6,1,1,25.0,Excellent,A,False,2,True,21.3,,0,1,0,1,1,0,12,True,Eléctrica,Mixta,48.1,Verano,22.6,556.97,True,21,0.164,91.34,81.5,Ineficiente
9096,Departamento,67.7,4,2,37.0,Good,E,False,3,False,8.0,806.49,1,1,4,3,1,0,14,True,Gas,Mixta,53.6,Verano,33.3,269.72,False,15,0.165,44.5,30.63,Eficiente
9097,Casa,112.3,3,5,,Good,D,False,2,False,8.0,1864.72,0,2,3,0,1,0,13,True,Eléctrica,Incandescente,69.4,Verano,26.4,350.42,True,17,0.159,55.72,48.98,Moderado
9098,Casa,273.6,5,1,28.0,Excellent,E,False,3,False,12.9,3367.83,3,1,3,3,1,0,17,True,Eléctrica,Mixta,66.1,Invierno,9.7,571.54,False,13,0.15,85.73,48.6,Moderado
9099,Casa,116.3,1,4,47.0,Good,E,False,1,False,11.1,1002.54,1,1,1,0,1,0,10,False,Ninguna,Incandescente,52.5,Primavera,21.1,366.83,False,22,0.193,70.8,68.16,Ineficiente
9100,Departamento,846.5777484610117,1,1,55.0,Excellent,A,False,1,True,22.5,2157.53,0,1,2,3,1,0,18,False,Ninguna,LED,57.5,Primavera,19.4,505.57,True,18,0.153,77.35,51.07,Moderado
9101,Departamento,50.8,1,3,23.0,Poor,A,False,1,True,23.4,,3,1,1,1,1,0,13,True,Eléctrica,Mixta,88.1,Primavera,27.7,674.02,True,16,0.178,119.98,84.21,Ineficiente
9102,Departamento,68.1,2,1,31.0,Poor,D,False,1,False,8.1,638.86,0,1,0,1,1,0,7,True,Gas,Mixta,76.9,Verano,26.1,98.71,False,9,0.157,15.5,18.14,Eficiente
9103,Departamento,64.5,3,1,40.0,Poor,D,False,4,True,14.2,2369.48,1,1,2,6,1,1,14,False,Ninguna,Mixta,73.8,Otoño,14.9,412.99,True,15,0.254,104.9,43.44,Moderado
9104,Pequeño Comercio,49.1,2,3,21.0,Good,C,False,3,False,11.5,594.64,1,3,2,0,0,0,14,True,Eléctrica,LED,57.9,Otoño,13.2,229.69,False,15,0.189,43.41,28.07,Eficiente
9105,Casa,100.0,3,3,15.0,Average,B,False,1,True,18.8,1958.11,1,1,1,1,1,1,9,True,Eléctrica,Mixta,99.6,Verano,27.3,479.02,True,20,0.196,93.89,98.44,Ineficiente
9106,Departamento,65.8,2,1,23.0,Poor,D,False,1,True,19.3,2548.22,2,1,3,1,1,0,16,True,Eléctrica,LED,64.2,Invierno,7.0,788.11,True,21,0.188,148.16,90.67,Ineficiente
9107,Casa,220.5,6,4,23.0,Good,B,False,4,False,12.7,6807.7,5,2,5,5,1,0,20,True,Losa Radiante,LED,57.5,Otoño,14.3,463.25,True,18,0.198,91.72,42.65,Eficiente
9108,Departamento,88.6,2,1,49.0,Good,E,False,3,False,10.9,1255.47,2,1,2,3,1,0,14,True,Gas,Mixta,52.3,Verano,24.5,495.81,False,14,0.182,90.24,55.13,Moderado
9109,Casa,173.7,7,5,19.0,Average,B,False,5,False,12.9,4393.04,2,1,4,2,1,0,14,True,Losa Radiante,Mixta,74.9,Otoño,15.8,432.24,False,14,0.157,67.86,47.7,Moderado
9110,Casa,188.9,6,5,29.0,Poor,B,True,6,True,23.8,1877.55,1,2,5,5,1,0,20,False,Ninguna,Mixta,72.3,Primavera,14.0,390.73,False,17,0.226,88.3,36.84,Eficiente
9111,Casa,93.5,2,1,34.0,Average,D,True,1,True,23.1,1541.75,0,1,0,2,1,0,9,True,Gas,LED,,Otoño,11.9,235.81,True,16,0.19,44.8,41.12,Eficiente
9112,Casa,100.5,1,1,44.0,Average,C,False,1,True,17.2,1630.91,2,1,2,1,1,0,12,True,Gas,Mixta,58.2,Primavera,19.1,393.04,True,21,0.219,86.08,57.91,Moderado
9113,Casa,101.6,4,1,23.0,Excellent,E,False,3,True,20.5,789.57,0,1,2,3,1,0,12,True,Eléctrica,Incandescente,53.6,Primavera,18.8,875.0,False,17,0.194,169.75,126.54,Ineficiente
9114,Casa,135.8,6,2,20.0,Good,D,False,5,False,16.4,2264.61,2,2,3,3,1,1,17,True,Eléctrica,Mixta,70.0,Invierno,11.0,499.56,True,21,0.211,105.41,59.77,Moderado
9115,Departamento,56.7,1,1,12.0,Excellent,B,False,1,True,23.9,261.28,0,1,1,1,1,0,9,True,Eléctrica,Mixta,80.2,Otoño,15.3,395.17,True,13,0.143,56.51,68.46,Ineficiente
9116,Departamento,58.9,3,2,63.0,Poor,E,False,1,False,14.5,684.34,1,1,0,0,1,0,10,True,Gas,Mixta,51.7,Primavera,17.9,300.83,False,10,0.172,51.74,38.09,Eficiente
9117,Departamento,84.6,3,4,30.0,Average,E,False,5,True,16.9,1227.79,0,1,9,5,1,0,17,True,Eléctrica,Mixta,65.2,Verano,30.0,666.58,True,20,0.2,133.32,75.91,Ineficiente
9118,Casa,102.0,4,2,9.0,Excellent,B,True,2,True,22.3,1569.67,1,1,1,4,1,0,13,True,Eléctrica,LED,86.4,Otoño,12.8,257.04,True,17,0.139,35.73,34.68,Eficiente
9119,Departamento,62.6,1,1,20.0,Poor,A,False,1,False,13.1,978.11,0,1,1,1,1,0,10,True,Eléctrica,Mixta,99.6,Otoño,12.8,209.39,False,17,0.172,36.02,33.43,Eficiente
