tipo_vivienda,cantidad_equipos,horas_alto_consumo,consumo_kwh,categoria
Casa,14,20,649.71,Moderate
Casa,7,23,717.74,Moderate
Departamento,3,18,406.1,Inefficient
Departamento,4,19,193.61,Moderate
Departamento,5,21,258.35,Moderate
Departamento,13,17,794.93,Moderate
Casa,16,19,2059.77,Moderate
Casa,14,18,655.38,Moderate
Casa,8,18,328.12,Inefficient
Casa,8,18,485.56,Moderate
Departamento,2,17,119.49,Efficient
Casa,5,20,293.79,Moderate
Departamento,6,18,533.0,Inefficient
Casa,13,16,492.59,Moderate
Departamento,11,17,384.08,Moderate
Casa,19,19,1340.52,Moderate
Casa,7,19,344.37,Efficient
Departamento,5,18,389.5,Moderate
Departamento,9,18,341.19,Moderate
Casa,7,15,637.63,Inefficient
Casa,12,18,871.85,Moderate
Departamento,3,18,419.81,Moderate
Pequeño Comercio,5,19,190.71,Efficient
Casa,13,19,375.1,Moderate
Casa,4,19,222.97,Moderate
Casa,15,20,570.41,Efficient
Casa,14,21,468.19,Moderate
Departamento,4,21,314.5,Inefficient
Casa,13,18,531.38,Efficient
Departamento,7,19,425.65,Moderate
Departamento,6,19,386.87,Inefficient
Departamento,10,17,378.67,Moderate
Casa,5,18,160.44,Efficient
Casa,8,19,2956.2786179238883,Efficient
Departamento,3,20,215.58,Moderate
Casa,4,23,425.17,Inefficient
Departamento,11,22,513.85,Moderate
Casa,7,18,216.47,Moderate
Casa,11,20,1156.79,Moderate
Departamento,8,16,142.86,Efficient
Departamento,8,23,320.16,Moderate
Departamento,5,19,380.02,Efficient
Casa,13,18,1103.48,Inefficient
Casa,5,23,229.88,Efficient
Casa,22,19,604.82,Efficient
Casa,5,18,278.33,Moderate
Casa,13,16,343.13,Moderate
Casa,7,16,185.36,Efficient
Departamento,5,21,248.15,Inefficient
Casa,7,18,333.32,Moderate
Casa,10,18,709.71,Moderate
Casa,6,15,413.73,Efficient
Casa,11,18,425.08,Moderate
Casa,11,21,458.65,Efficient
Casa,8,22,784.12,Moderate
Casa,7,15,189.23,Efficient
Casa,16,17,2214.14,Moderate
Departamento,4,19,415.98,Inefficient
Casa,20,19,360.74,Efficient
Casa,3,18,589.31,Inefficient
Casa,6,16,197.87,Efficient
Casa,3,18,220.17,Moderate
Pequeño Comercio,7,15,441.86,Inefficient
Casa,6,18,471.57,Efficient
Casa,8,19,388.61,Inefficient
Departamento,9,18,503.17,Inefficient
Departamento,6,19,363.79,Moderate
Casa,4,22,226.04,Inefficient
Casa,11,20,494.81,Moderate
Casa,9,16,725.03,Moderate
Casa,12,18,340.64,Moderate
Casa,4,20,354.9,Efficient
Departamento,10,18,350.57,Inefficient
Departamento,7,13,723.57,Inefficient
Casa,9,16,322.99,Moderate
Casa,6,17,129.01,Efficient
Casa,14,19,285.65,Efficient
Departamento,10,18,683.76,Moderate
Casa,9,18,346.06,Efficient
Departamento,6,22,333.36,Moderate
Casa,9,21,397.06,Moderate
Departamento,9,18,452.77,Efficient
Casa,6,19,379.63,Efficient
Departamento,4,19,361.3,Moderate
Casa,3,18,338.83,Moderate
Departamento,4,18,154.73,Moderate
Casa,18,18,1585.83,Inefficient
Departamento,7,19,398.12,Moderate
Departamento,2,18,233.65,Moderate
Casa,11,19,504.02,Moderate
Casa,5,18,243.21,Efficient
Departamento,8,19,355.0,Moderate
Casa,3,17,238.99,Moderate
Casa,6,19,907.2,Inefficient
Departamento,5,19,359.71,Inefficient
Departamento,5,18,275.59,Moderate
Casa,6,17,368.01,Efficient
Casa,8,20,309.46,Efficient
Casa,16,17,644.49,Moderate
Casa,19,20,1063.21,Moderate
Casa,9,19,259.59,Moderate
Departamento,5,20,366.62,Inefficient
Casa,15,19,546.3,Efficient
Departamento,4,17,237.83,Inefficient
Casa,13,14,387.48,Moderate
Pequeño Comercio,2,16,236.08,Moderate
Casa,19,19,800.67,Moderate
Casa,15,17,334.58,Efficient
Casa,12,20,491.89,Efficient
Casa,8,15,500.98,Moderate
Casa,8,20,913.05,Moderate
Casa,14,20,915.13,Inefficient
Departamento,8,15,511.19,Moderate
Casa,12,21,467.56,Efficient
Departamento,7,21,525.97,Inefficient
Departamento,6,17,480.55,Moderate
Departamento,4,20,305.9,Moderate
Casa,13,21,370.2,Efficient
Casa,14,18,797.74,Efficient
Casa,10,21,347.2,Inefficient
Casa,21,17,2246.49,Moderate
Departamento,5,16,235.99,Efficient
Departamento,2,19,246.48,Moderate
Departamento,6,20,639.73,Moderate
Casa,8,18,313.0,Moderate
Departamento,5,17,880.18,Inefficient
Casa,5,18,213.64,Efficient
Casa,12,18,610.62,Efficient
Casa,13,18,523.99,Moderate
Casa,4,17,357.65,Inefficient
Casa,16,17,1034.28,Efficient
Casa,7,18,876.98,Inefficient
Departamento,7,15,391.4,Efficient
Casa,8,18,755.38,Inefficient
Departamento,13,20,293.69,Efficient
Casa,22,19,1101.97,Inefficient
Casa,10,17,562.37,Moderate
Casa,7,16,298.44,Moderate
Departamento,5,17,196.17,Moderate
Casa,11,20,511.65,Inefficient
Departamento,17,22,715.59,Efficient
Casa,10,20,564.69,Moderate
Departamento,3,15,96.78,Moderate
Casa,8,20,330.13,Moderate
Casa,5,21,142.94,Moderate
Casa,7,18,406.43,Inefficient
Pequeño Comercio,11,20,464.17,Efficient
Casa,14,17,1288.18,Inefficient
Departamento,3,15,217.1,Inefficient
Casa,8,23,806.12,Inefficient
Casa,12,19,384.94,Moderate
Casa,9,20,900.1,Inefficient
Casa,11,19,447.54,Efficient
Casa,6,19,245.37,Inefficient
Departamento,12,18,840.87,Efficient
Pequeño Comercio,3,19,391.77,Moderate
Casa,25,16,669.74,Efficient
Casa,13,18,1071.87,Moderate
Departamento,5,20,880.58,Inefficient
Casa,15,16,1455.49,Inefficient
Casa,7,23,159.46,Efficient
Departamento,11,17,291.1,Moderate
Casa,9,19,310.57,Inefficient
Casa,6,17,231.6,Inefficient
Casa,9,16,932.13,Moderate
Casa,12,21,618.89,Efficient
Casa,12,21,300.65,Moderate
Departamento,3,21,201.92,Moderate
Casa,17,16,1088.53,Efficient
Casa,4,19,254.94,Efficient
Casa,5,18,506.48,Moderate
Casa,16,23,281.2,Efficient
Casa,8,20,346.67,Moderate
Casa,15,19,994.08,Inefficient
Departamento,6,19,421.35,Moderate
Departamento,10,14,277.09,Moderate
Casa,7,18,647.55,Moderate
Departamento,6,16,199.17,Efficient
Casa,9,19,696.85,Moderate
Casa,4,17,641.34,Moderate
Departamento,6,20,199.27,Inefficient
Departamento,8,18,734.97,Moderate
Departamento,7,20,520.28,Moderate
Casa,8,16,291.88,Moderate
Departamento,12,19,601.85,Moderate
Casa,13,19,863.28,Inefficient
Departamento,9,19,970.04,Inefficient
Departamento,3,21,229.15,Moderate
Departamento,4,20,241.07,Inefficient
Departamento,4,20,126.97,Efficient
Departamento,5,22,196.84,Inefficient
Casa,6,17,357.29,Efficient
Departamento,4,19,260.53,Moderate
Casa,14,20,787.54,Efficient
Casa,4,15,292.2,Efficient
Departamento,7,19,440.37,Inefficient
Departamento,7,17,341.26,Moderate
Casa,8,21,346.44,Efficient
Casa,5,18,192.83,Moderate
Casa,18,17,1662.51,Moderate
Casa,8,17,599.31,Inefficient
Casa,4,18,205.3,Moderate
Departamento,6,20,219.57,Moderate
Pequeño Comercio,2,20,187.95,Moderate
Casa,14,18,850.26,Efficient
Departamento,3,18,101.4,Efficient
Casa,8,17,1196.35,Inefficient
Pequeño Comercio,5,19,343.65,Moderate
Departamento,6,13,241.05,Inefficient
Casa,14,16,294.4,Efficient
Casa,8,19,849.12,Inefficient
Departamento,10,17,1298.77,Inefficient
Departamento,16,14,545.47,Moderate
Departamento,3,19,106.71,Inefficient
Casa,8,20,508.47,Moderate
Casa,15,17,477.65,Inefficient
Departamento,8,20,285.92,Efficient
Departamento,8,20,621.83,Efficient
Casa,7,18,175.05,Moderate
Casa,5,22,250.4,Moderate
Casa,4,15,160.98,Moderate
Casa,2,20,150.94,Inefficient
Casa,7,18,223.82,Moderate
Casa,17,20,905.42,Moderate
Casa,24,19,1650.11,Moderate
Casa,5,18,233.81,Inefficient
Departamento,10,20,614.72,Moderate
Departamento,3,18,113.35,Efficient
Casa,4,19,155.68,Moderate
Casa,7,17,317.62,Moderate
Pequeño Comercio,10,21,544.94,Moderate
Casa,6,23,405.83,Inefficient
Casa,8,18,346.44,Inefficient
Casa,11,16,345.98,Efficient
Departamento,4,19,234.86,Moderate
Departamento,4,20,186.59,Moderate
Departamento,5,17,152.87,Efficient
Departamento,7,19,267.45,Moderate
Casa,10,17,388.68,Inefficient
Departamento,7,19,506.0,Efficient
Casa,14,19,495.24,Moderate
Casa,19,17,1561.38,Moderate
Casa,17,18,526.07,Moderate
Casa,11,19,643.87,Efficient
Casa,14,20,419.04,Moderate
Casa,15,22,653.33,Moderate
Casa,6,20,350.42,Moderate
Departamento,3,18,320.27,Inefficient
Departamento,7,19,343.29,Efficient
Casa,3,17,179.4,Efficient
Departamento,4,19,155.23,Moderate
Departamento,3,19,443.15,Inefficient
Pequeño Comercio,11,15,583.77,Efficient
Casa,12,18,615.65,Efficient
Departamento,5,18,284.98,Efficient
Casa,14,18,820.75,Moderate
Casa,7,19,207.21,Efficient
Departamento,4,18,571.33,Moderate
Casa,7,18,447.38,Moderate
Casa,3,19,129.95,Efficient
Casa,9,15,316.06,Efficient
Departamento,4,18,230.79,Moderate
Departamento,11,15,705.32,Moderate
Departamento,8,16,403.55,Moderate
Departamento,7,21,472.0,Moderate
Departamento,8,19,162.02,Efficient
Casa,6,18,506.09,Moderate
Casa,15,16,1269.46,Moderate
Casa,15,19,480.83,Efficient
Casa,11,16,802.73,Moderate
Departamento,11,19,497.75,Efficient
Casa,5,18,507.61,Moderate
Casa,5,14,243.75,Efficient
Casa,6,17,478.96,Moderate
Departamento,3,17,454.26,Inefficient
Departamento,2,17,122.59,Moderate
Departamento,3,15,549.99,Inefficient
Departamento,4,23,153.65,Moderate
Departamento,11,19,252.58,Efficient
Departamento,5,14,319.59,Moderate
Casa,4,21,275.11,Moderate
Departamento,4,18,351.09,Efficient
Departamento,2,22,263.62,Inefficient
Casa,5,16,182.13,Moderate
Casa,5,21,199.15,Moderate
Departamento,4,18,226.3,Moderate
Casa,7,16,336.35,Efficient
Casa,10,21,426.45,Efficient
Pequeño Comercio,15,15,599.08,Inefficient
Departamento,2,15,182.47,Moderate
Departamento,16,17,959.14,Efficient
Casa,7,17,505.28,Moderate
Departamento,2,23,97.83,Moderate
Casa,4,15,498.64,Moderate
Departamento,10,21,461.65,Inefficient
Pequeño Comercio,4,21,284.72,Moderate
Casa,4,18,122.49,Moderate
Casa,5,18,302.03,Efficient
Casa,24,18,656.16,Efficient
Departamento,3,21,355.15,Moderate
Casa,8,19,131.5,Efficient
Casa,5,20,400.53,Moderate
Departamento,5,18,258.06,Moderate
Casa,15,19,943.4,Efficient
Casa,13,19,725.33,Moderate
Casa,20,17,575.35,Moderate
Departamento,6,20,233.48,Efficient
Casa,5,17,293.12,Moderate
Casa,4,19,192.89,Efficient
Departamento,9,18,266.46,Moderate
Casa,4,20,236.09,Inefficient
Departamento,12,17,569.46,Moderate
Casa,17,18,1019.91,Moderate
Departamento,5,22,309.53,Inefficient
Casa,2,20,114.27,Efficient
Casa,6,17,215.16,Efficient
Casa,3,16,274.92,Moderate
Casa,25,13,488.01,Efficient
Departamento,5,16,659.53,Moderate
Departamento,6,16,178.47,Moderate
Casa,9,16,626.21,Efficient
Casa,8,18,807.1,Moderate
Casa,7,19,729.25,Inefficient
Departamento,5,20,137.88,Moderate
Casa,6,14,325.98,Moderate
Casa,14,16,470.48,Moderate
Casa,6,20,143.85,Efficient
Departamento,10,20,109.01,Efficient
Departamento,8,18,285.86,Efficient
Departamento,5,20,559.92,Moderate
Departamento,16,16,695.8,Moderate
Casa,12,21,815.66,Moderate
Departamento,5,20,203.19,Moderate
Departamento,6,20,129.86,Moderate
Casa,7,22,311.43,Inefficient
Casa,2,17,296.95,Moderate
Departamento,11,23,468.71,Efficient
Departamento,7,13,417.88,Moderate
Casa,17,18,276.0,Efficient
Casa,9,23,760.99,Inefficient
Casa,10,16,378.26,Efficient
Casa,17,16,316.58,Efficient
Departamento,13,17,663.38,Moderate
Departamento,21,21,1665.26,Inefficient
Departamento,7,16,213.56,Efficient
Departamento,3,17,294.08,Inefficient
Departamento,4,22,238.73,Moderate
Casa,7,23,1033.24,Inefficient
Casa,11,17,481.53,Moderate
Casa,8,17,620.73,Efficient
Departamento,8,22,510.24,Inefficient
Departamento,4,21,345.54,Moderate
Casa,3,21,115.68,Efficient
Casa,5,17,384.42,Moderate
Casa,16,20,895.87,Moderate
Casa,14,17,987.79,Moderate
Departamento,5,19,222.41,Moderate
Casa,6,20,228.13,Moderate
Casa,14,18,756.27,Efficient
Casa,6,19,384.17,Moderate
Departamento,8,16,188.4,Moderate
Departamento,6,21,336.61,Efficient
Departamento,6,21,426.45,Moderate
Casa,10,19,924.64,Moderate
Casa,4,17,547.43,Inefficient
Casa,17,16,610.9,Moderate
Casa,10,19,636.87,Moderate
Casa,6,18,288.77,Moderate
Casa,15,18,426.5,Moderate
Casa,10,18,577.06,Moderate
Casa,11,19,990.43,Moderate
Departamento,12,18,421.33,Efficient
Casa,8,19,668.08,Moderate
Departamento,4,14,155.42,Moderate
Casa,10,16,800.8,Inefficient
Departamento,4,19,273.64,Moderate
Casa,8,16,303.27,Inefficient
Casa,5,19,456.16,Moderate
Casa,4,21,902.77,Inefficient
Departamento,6,18,333.42,Moderate
Casa,6,16,573.02,Inefficient
Pequeño Comercio,4,21,128.22,Efficient
Casa,12,21,868.24,Moderate
Casa,10,17,661.76,Moderate
Casa,5,18,268.79,Moderate
Casa,8,21,241.24,Efficient
Casa,6,22,398.64,Moderate
Casa,13,19,1006.57,Moderate
Departamento,2,21,168.89,Moderate
Casa,7,22,167.54,Efficient
Casa,4,19,199.43,Moderate
Casa,14,20,471.17,Efficient
Departamento,19,17,1681.27,Moderate
Casa,6,18,257.93,Efficient
Departamento,4,19,244.09,Efficient
Casa,6,18,128.26,Efficient
Departamento,14,17,2209.82,Inefficient
Casa,9,21,605.91,Moderate
Departamento,7,17,190.35,Efficient
Pequeño Comercio,14,17,443.04,Efficient
Departamento,8,20,553.07,Efficient
Departamento,2,17,175.07,Efficient
Departamento,6,17,204.95,Inefficient
Departamento,9,19,503.43,Inefficient
Departamento,10,21,331.7,Efficient
Casa,4,20,327.33,Moderate
Casa,14,17,914.03,Efficient
Casa,5,18,163.74,Moderate
Casa,6,21,644.34,Inefficient
Pequeño Comercio,6,17,414.12,Efficient
Departamento,2,20,264.38,Moderate
Pequeño Comercio,12,15,477.79,Moderate
Casa,7,20,394.09,Inefficient
Casa,5,20,2370.4839240918814,Inefficient
Pequeño Comercio,10,18,686.89,Inefficient
Departamento,8,18,363.74,Efficient
Casa,9,19,753.07,Moderate
Casa,3,19,229.76,Moderate
Casa,20,17,1254.32,Moderate
Pequeño Comercio,13,16,312.87,Efficient
Casa,5,16,311.14,Moderate
Casa,4,20,249.27,Moderate
Casa,6,17,293.57,Moderate
Departamento,4,18,362.91,Inefficient
Pequeño Comercio,11,20,779.03,Efficient
Casa,5,20,263.74,Efficient
Casa,8,17,644.76,Moderate
Departamento,3,17,191.07,Efficient
Departamento,9,16,239.01,Moderate
Departamento,7,17,438.94,Inefficient
Departamento,12,20,826.65,Moderate
Casa,3,19,370.83,Moderate
Casa,8,15,507.23,Efficient
Casa,22,19,2104.65,Inefficient
Pequeño Comercio,4,21,201.32,Moderate
Casa,8,20,353.06,Efficient
Casa,10,15,795.34,Moderate
Departamento,4,17,209.23,Moderate
Casa,11,21,288.83,Moderate
Casa,6,17,564.12,Efficient
Casa,9,16,361.14,Inefficient
Departamento,6,19,303.8,Efficient
Casa,15,19,451.34,Moderate
Casa,5,16,121.43,Efficient
Departamento,8,17,203.47,Efficient
Departamento,7,16,165.09,Moderate
Casa,11,19,557.18,Inefficient
Pequeño Comercio,7,17,293.47,Inefficient
Casa,8,18,256.76,Moderate
Casa,11,17,372.41,Moderate
Casa,7,20,341.53,Efficient
Departamento,7,18,555.76,Efficient
Departamento,4,20,202.85,Moderate
Casa,6,20,177.56,Efficient
Pequeño Comercio,13,18,552.64,Efficient
Pequeño Comercio,21,21,753.86,Efficient
Casa,4,18,291.25,Inefficient
Departamento,5,19,370.29,Inefficient
Casa,8,13,711.8,Inefficient
Departamento,13,17,938.69,Moderate
Casa,11,17,514.09,Moderate
Departamento,9,16,465.1,Moderate
Casa,11,19,282.7,Moderate
Casa,22,17,1093.22,Inefficient
Casa,11,17,1008.77,Moderate
Casa,7,17,230.02,Inefficient
Casa,8,15,645.64,Moderate
Departamento,17,19,550.98,Inefficient
Casa,2,20,127.61,Moderate
Casa,7,22,295.07,Moderate
Casa,11,17,437.81,Moderate
Casa,11,17,949.98,Inefficient
Departamento,8,21,268.23,Moderate
Departamento,5,21,227.3,Moderate
Casa,12,18,387.37,Inefficient
Departamento,21,16,517.63,Efficient
Casa,5,19,172.79,Efficient
Departamento,5,19,133.76,Inefficient
Casa,6,18,575.93,Inefficient
Casa,9,17,218.44,Moderate
Departamento,11,21,513.06,Moderate
Pequeño Comercio,6,19,448.51,Inefficient
Casa,6,17,281.94,Moderate
Casa,13,19,732.16,Inefficient
Casa,17,21,421.2,Inefficient
Casa,5,19,391.51,Inefficient
Departamento,4,21,391.06,Moderate
Departamento,9,22,257.85,Moderate
Casa,14,19,1007.46,Inefficient
Casa,11,20,524.41,Efficient
Departamento,9,20,166.99,Efficient
Departamento,4,22,230.76,Moderate
Pequeño Comercio,16,20,621.83,Efficient
Departamento,4,19,381.82,Inefficient
Departamento,8,19,324.83,Moderate
Casa,5,17,135.05,Moderate
Casa,2,17,226.25,Moderate
Casa,9,23,643.27,Moderate
Casa,4,19,555.7,Inefficient
Casa,7,21,878.47,Inefficient
Departamento,8,19,562.31,Inefficient
Casa,15,20,952.77,Efficient
Casa,19,21,2097.02,Moderate
Casa,16,22,400.8,Efficient
Casa,8,21,165.02,Efficient
Pequeño Comercio,15,18,669.6,Moderate
Casa,14,17,1167.47,Inefficient
Casa,11,18,771.11,Inefficient
Casa,10,19,698.83,Inefficient
Departamento,4,18,225.65,Inefficient
Casa,18,20,1442.23,Inefficient
Casa,10,19,861.77,Inefficient
Casa,9,15,512.49,Moderate
Departamento,5,20,303.13,Inefficient
Casa,8,20,538.14,Inefficient
Casa,3,19,283.48,Moderate
Casa,5,19,717.32,Inefficient
Casa,11,15,583.82,Moderate
Departamento,3,18,355.98,Moderate
Casa,8,18,416.85,Moderate
Departamento,6,19,418.28,Inefficient
Casa,14,21,882.48,Inefficient
Casa,9,17,378.95,Efficient
Departamento,9,16,395.59,Moderate
Departamento,6,19,451.4,Inefficient
Casa,15,19,324.71,Moderate
Departamento,4,19,196.13,Inefficient
Pequeño Comercio,8,19,231.31,Inefficient
Departamento,3,21,449.52,Inefficient
Casa,6,17,638.1,Inefficient
Departamento,6,18,429.58,Inefficient
Casa,18,22,639.19,Efficient
Departamento,4,18,180.1,Moderate
Casa,8,20,580.37,Moderate
Casa,12,19,815.64,Moderate
Departamento,8,18,361.71,Moderate
Casa,13,18,169.72,Efficient
Casa,4,21,422.0,Moderate
Casa,5,20,309.65,Efficient
Casa,6,19,235.24,Moderate
Departamento,9,16,646.73,Moderate
Casa,13,19,1075.77,Moderate
Departamento,2,19,172.71,Moderate
Casa,4,21,165.1,Moderate
Departamento,7,17,939.53,Moderate
Departamento,12,21,598.25,Moderate
Departamento,12,16,603.84,Moderate
Casa,7,17,534.78,Moderate
Departamento,4,20,380.49,Efficient
Departamento,8,20,767.61,Inefficient
Casa,10,19,703.33,Moderate
Casa,12,21,211.09,Inefficient
Departamento,7,13,627.37,Efficient
Departamento,13,19,569.21,Efficient
Departamento,7,21,298.45,Moderate
Casa,3,20,194.81,Efficient
Casa,9,17,649.8,Efficient
Casa,3,22,153.88,Moderate
Casa,6,16,208.68,Efficient
Casa,9,18,734.98,Inefficient
Departamento,4,16,341.2,Inefficient
Casa,7,16,351.65,Inefficient
Pequeño Comercio,10,17,452.85,Efficient
Casa,14,23,661.25,Efficient
Casa,12,18,548.57,Inefficient
Departamento,4,22,419.38,Moderate
Casa,12,17,233.02,Efficient
Casa,9,19,435.25,Moderate
Casa,6,19,364.79,Inefficient
Departamento,3,22,174.89,Moderate
Pequeño Comercio,7,15,483.51,Moderate
Departamento,4,19,214.04,Efficient
Casa,21,20,1074.87,Efficient
Departamento,10,15,305.94,Efficient
Departamento,7,18,404.05,Moderate
Departamento,7,21,312.91,Efficient
Departamento,7,21,445.72,Moderate
Departamento,10,15,328.07,Efficient
Casa,9,21,288.17,Inefficient
Departamento,5,18,792.5,Inefficient
Casa,9,19,387.81,Inefficient
Casa,6,14,279.44,Efficient
Departamento,9,15,259.11,Moderate
Casa,5,17,283.65,Efficient
Casa,11,16,716.71,Moderate
Departamento,3,18,263.89,Inefficient
Departamento,4,17,137.37,Moderate
Departamento,5,21,376.45,Inefficient
Casa,5,18,169.26,Efficient
Pequeño Comercio,17,17,421.23,Efficient
Departamento,6,16,293.13,Efficient
Pequeño Comercio,7,20,351.58,Inefficient
Casa,7,18,672.37,Moderate
Casa,12,14,688.91,Efficient
Departamento,14,17,369.41,Efficient
Casa,8,18,607.6,Inefficient
Casa,6,21,465.64,Moderate
Departamento,7,18,413.22,Moderate
Casa,8,20,332.31,Efficient
Casa,5,17,229.92,Moderate
Departamento,7,17,402.36,Moderate
Casa,9,22,306.7,Efficient
Casa,4,17,159.69,Efficient
Casa,10,21,853.96,Moderate
Casa,17,21,433.85,Moderate
Departamento,7,19,657.11,Inefficient
Casa,7,18,752.17,Moderate
Departamento,7,18,179.96,Moderate
Casa,7,16,723.32,Moderate
Casa,5,20,223.32,Moderate
Departamento,5,16,238.47,Moderate
Casa,16,19,366.88,Moderate
Casa,14,17,961.95,Inefficient
Departamento,10,18,602.97,Moderate
Casa,5,19,537.09,Efficient
Departamento,8,18,397.4,Moderate
Departamento,10,18,779.1,Moderate
Departamento,5,16,430.3,Moderate
Casa,7,18,536.03,Efficient
Casa,6,17,377.41,Inefficient
Departamento,5,19,520.05,Inefficient
Casa,8,18,258.81,Moderate
Departamento,3,14,198.76,Efficient
Casa,13,20,312.44,Efficient
Casa,6,18,149.35,Efficient
Casa,18,22,702.98,Efficient
Casa,8,18,333.5,Moderate
Departamento,6,19,762.02,Moderate
Casa,6,20,559.57,Inefficient
Casa,7,18,229.97,Moderate
Casa,9,18,316.88,Moderate
Pequeño Comercio,4,20,240.72,Moderate
Departamento,7,16,654.05,Moderate
Casa,19,18,880.88,Moderate
Casa,8,17,483.22,Moderate
Casa,9,19,423.82,Moderate
Departamento,2,19,167.06,Moderate
Departamento,4,20,226.45,Moderate
Departamento,3,21,93.35,Moderate
Casa,12,20,494.06,Efficient
Casa,10,20,438.42,Efficient
Pequeño Comercio,10,19,292.82,Efficient
Casa,5,19,933.49,Inefficient
Casa,15,21,768.82,Efficient
Departamento,3,19,197.87,Moderate
Casa,14,14,1089.35,Inefficient
Casa,5,18,466.59,Efficient
Departamento,5,20,525.78,Inefficient
Casa,17,15,1354.09,Efficient
Casa,5,23,413.61,Inefficient
Departamento,3,17,297.22,Moderate
Departamento,4,19,349.23,Inefficient
Departamento,7,21,416.43,Inefficient
Casa,18,16,1214.54,Inefficient
Casa,6,19,611.48,Inefficient
Casa,10,19,188.19,Moderate
Casa,4,19,197.27,Moderate
Casa,14,21,1020.37,Moderate
Casa,9,20,293.2,Efficient
Casa,11,17,617.38,Moderate
Casa,22,16,1321.98,Efficient
Departamento,3,21,142.79,Efficient
Casa,3,17,178.75,Efficient
Departamento,11,17,340.9,Moderate
Casa,10,20,308.79,Moderate
Departamento,7,19,493.55,Efficient
Casa,13,19,869.42,Moderate
Casa,15,21,1505.38,Moderate
Casa,12,18,977.73,Moderate
Casa,10,18,637.27,Efficient
Casa,6,19,425.84,Moderate
Casa,9,19,905.28,Efficient
Casa,15,15,1078.75,Moderate
Casa,12,17,762.36,Moderate
Casa,7,18,360.73,Inefficient
Departamento,13,21,1034.44,Efficient
Departamento,9,19,680.16,Moderate
Departamento,5,21,213.43,Moderate
Casa,22,16,507.21,Efficient
Departamento,3,20,308.93,Moderate
Casa,12,20,504.0,Moderate
Casa,15,17,659.19,Moderate
Departamento,11,20,731.6,Moderate
Departamento,10,21,485.8,Moderate
Departamento,4,17,392.22,Inefficient
Departamento,12,19,592.02,Moderate
Departamento,5,15,171.24,Efficient
Departamento,9,19,653.19,Inefficient
Casa,9,21,730.84,Efficient
Casa,3,22,298.67,Moderate
Departamento,13,17,927.4,Moderate
Departamento,7,18,360.85,Efficient
Casa,11,20,516.82,Moderate
Casa,8,19,278.32,Efficient
Casa,19,14,607.94,Efficient
Casa,10,19,603.99,Moderate
Casa,11,20,751.15,Efficient
Departamento,12,16,463.39,Moderate
Casa,10,21,344.17,Efficient
Pequeño Comercio,5,18,222.48,Efficient
Departamento,5,19,221.69,Inefficient
Casa,8,19,213.05,Moderate
Casa,11,20,399.16,Moderate
Departamento,7,17,224.88,Moderate
Pequeño Comercio,17,20,632.94,Efficient
Departamento,11,20,668.04,Moderate
Departamento,9,13,415.01,Inefficient
Departamento,8,17,183.48,Moderate
Departamento,4,16,277.35,Inefficient
Departamento,16,17,1140.93,Inefficient
Departamento,3,21,106.26,Moderate
Departamento,4,22,335.18,Moderate
Departamento,9,16,703.6,Efficient
Casa,12,18,532.78,Moderate
Casa,10,19,427.83,Moderate
Departamento,17,22,603.95,Moderate
Casa,8,16,255.51,Efficient
Departamento,7,22,144.05,Efficient
Departamento,5,16,539.76,Inefficient
Casa,11,22,685.09,Efficient
Departamento,4,18,249.97,Moderate
Casa,20,19,778.84,Moderate
Departamento,10,17,210.96,Efficient
Casa,14,23,683.51,Moderate
Departamento,12,18,409.28,Moderate
Departamento,5,14,219.8,Inefficient
Casa,13,20,620.83,Efficient
Departamento,12,20,307.08,Efficient
Departamento,9,18,283.68,Efficient
Departamento,5,19,126.02,Efficient
Departamento,15,21,323.46,Efficient
Casa,19,21,1525.25,Moderate
Departamento,17,15,514.52,Moderate
Casa,14,22,794.6,Efficient
Casa,8,18,283.81,Efficient
Casa,8,20,377.49,Efficient
Casa,15,17,507.2,Moderate
Departamento,14,20,1103.52,Moderate
Departamento,6,15,462.12,Moderate
Casa,7,19,745.33,Moderate
Departamento,25,19,1410.93,Moderate
Departamento,10,18,1101.18,Inefficient
Casa,3,19,191.41,Moderate
Casa,10,20,293.96,Moderate
Casa,4,19,190.31,Efficient
Departamento,9,19,442.69,Moderate
Casa,4,20,218.28,Moderate
Pequeño Comercio,3,19,161.68,Moderate
Casa,16,18,747.91,Efficient
Departamento,3,19,379.6,Moderate
Casa,6,17,437.38,Efficient
Casa,4,14,281.09,Inefficient
Casa,11,20,391.53,Efficient
Casa,9,18,393.53,Moderate
Departamento,8,15,652.95,Moderate
Casa,7,21,542.14,Moderate
Departamento,3,16,238.63,Moderate
Casa,8,19,542.58,Inefficient
Casa,13,18,654.37,Moderate
Casa,7,19,1143.23,Moderate
Departamento,12,15,480.38,Moderate
Casa,5,19,193.38,Efficient
Casa,15,17,593.01,Moderate
Departamento,2,18,330.0,Inefficient
Departamento,4,17,148.24,Moderate
Casa,11,20,542.35,Efficient
Casa,3,17,585.52,Inefficient
Departamento,8,16,362.57,Moderate
Casa,13,19,968.67,Efficient
Departamento,14,16,553.03,Moderate
Departamento,6,20,426.81,Inefficient
Casa,10,15,570.7,Moderate
Casa,20,16,1252.37,Efficient
Departamento,8,21,242.71,Efficient
Casa,10,18,569.66,Moderate
Departamento,6,22,598.14,Inefficient
Pequeño Comercio,7,16,168.11,Moderate
