tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,categoria
pequeño comercio,41.6,2,2,6.0,excellent,b,0,1,0,13.0,1330.0,0,2,2,1,0,0,9,1,eléctrica,led,56.5,verano,28.6,138.2,1,19,0.223,30.82,efficient
departamento,92.9,1,1,28.0,excellent,e,0,2,0,10.3,2829.45,0,1,2,1,1,0,11,0,ninguna,mixta,46.6,verano,31.1,309.54,1,19,0.166,51.38,moderate
casa,223.9,1,1,28.0,good,e,0,1,1,15.0,2631.65,4,1,1,2,1,0,15,0,ninguna,led,82.2,primavera,23.6,456.23,1,19,0.179,81.67,inefficient
casa,108.2,4,3,42.0,poor,b,0,3,1,23.4,1484.3,1,1,3,5,1,0,15,1,gas,mixta,52.6,invierno,1.0,625.94,1,16,0.169,105.78,moderate
casa,73.8,2,1,61.0,poor,e,0,1,1,23.4,2105.55,0,1,0,2,1,1,14,1,gas,mixta,67.7,primavera,18.0,498.98,1,19,0.225,112.27,inefficient
casa,156.6,6,5,29.0,excellent,b,0,2,1,19.8,5828.24,4,1,3,2,1,0,13,1,losa radiante,incandescente,81.9,invierno,5.1,850.25,1,17,0.215,182.8,moderate
departamento,58.8,2,1,16.0,excellent,a,0,1,0,12.1,471.31,0,1,2,1,1,0,8,1,eléctrica,mixta,63.0,otoño,15.6,173.02,1,21,0.181,31.32,efficient
casa,114.3,2,2,23.0,good,d,0,2,1,13.9,3224.38,3,2,0,2,1,1,15,1,eléctrica,incandescente,71.5,primavera,20.8,1027.93,1,19,0.178,182.97,inefficient
casa,110.8,4,1,55.0,good,c,1,5,0,11.1,1594.38,1,1,1,4,1,0,18,1,gas,led,66.7,verano,28.3,211.71,1,21,0.175,37.05,efficient
departamento,48.7,1,1,13.0,good,a,0,1,0,10.8,2311.61,1,2,0,1,1,1,17,0,ninguna,led,72.1,primavera,21.1,218.85,1,19,0.147,32.17,efficient
departamento,86.0,1,1,28.0,good,e,0,4,0,9.8,1087.01,0,2,1,6,1,0,16,1,eléctrica,incandescente,66.2,verano,27.5,503.73,1,18,0.155,78.08,moderate
departamento,55.2,2,1,17.0,average,e,0,2,1,22.7,1662.62,0,1,0,2,1,0,11,0,ninguna,led,80.3,invierno,11.0,385.51,1,19,0.159,61.3,moderate
departamento,49.8,1,1,26.0,excellent,b,0,1,0,11.2,499.5,0,1,0,0,1,0,7,1,eléctrica,mixta,73.8,invierno,7.5,252.35,1,17,0.175,44.16,moderate
departamento,37.6,2,1,52.0,poor,c,0,2,0,10.0,954.38,1,1,3,3,1,0,16,0,ninguna,led,55.5,invierno,7.1,166.69,1,20,0.177,29.5,moderate
casa,84.5,2,1,21.0,poor,b,0,1,1,20.6,1542.19,1,2,2,1,1,0,16,0,ninguna,mixta,84.2,primavera,17.2,527.82,1,19,0.159,83.92,inefficient
casa,130.2,3,2,17.0,average,e,0,5,0,14.8,1403.89,0,2,0,4,1,0,10,1,eléctrica,led,55.9,otoño,18.5,350.16,1,19,0.175,61.28,moderate
departamento,30.2,1,1,21.0,good,a,0,2,0,8.0,264.37,0,1,3,2,1,0,11,1,eléctrica,incandescente,73.4,verano,29.3,255.35,1,19,0.173,44.18,efficient
casa,234.8,8,5,55.0,poor,a,0,8,1,17.6,2462.65,2,2,3,5,1,0,15,1,gas,mixta,58.3,otoño,14.8,835.92,1,23,0.16,133.75,moderate
casa,183.0,3,1,9.0,good,a,0,2,1,17.0,3345.73,2,1,0,4,1,0,17,0,ninguna,mixta,82.1,otoño,12.5,734.89,1,18,0.154,113.17,moderate
departamento,50.8,2,4,47.0,average,d,0,3,0,12.7,1156.1,2,2,2,3,1,0,13,1,gas,led,52.6,invierno,4.4,259.3,1,17,0.163,42.27,moderate
departamento,52.6,2,1,16.0,poor,c,0,4,0,10.5,848.24,1,1,4,0,1,0,11,0,ninguna,led,61.9,primavera,25.7,208.74,1,18,0.163,34.02,moderate
casa,166.9,4,2,39.0,good,b,0,3,0,13.9,2363.96,3,2,4,5,1,1,18,1,gas,mixta,85.6,otoño,16.3,809.41,1,19,0.164,132.74,moderate
departamento,40.6,2,1,19.0,excellent,c,0,4,1,20.9,971.32,2,1,1,3,1,1,16,1,eléctrica,incandescente,66.4,verano,29.2,1245.94,1,19,0.191,237.97,moderate
pequeño comercio,88.3,1,1,4.0,excellent,b,0,2,0,16.1,1930.32,2,2,2,2,0,0,12,1,eléctrica,led,70.7,otoño,14.7,327.63,1,21,0.165,54.06,efficient
casa,89.8,1,1,35.0,good,a,0,1,0,10.0,757.37,0,1,2,0,1,0,12,0,ninguna,led,48.8,verano,24.7,160.79,1,16,0.138,22.19,efficient
departamento,69.2,2,2,20.0,excellent,a,0,1,0,13.6,873.79,1,1,0,1,1,0,11,1,eléctrica,incandescente,63.9,invierno,6.9,540.73,1,19,0.186,100.58,moderate
departamento,37.9,3,1,33.0,good,c,0,3,0,11.2,519.22,0,1,3,1,1,0,9,1,gas,mixta,62.5,otoño,15.4,215.43,1,22,0.203,43.73,moderate
casa,162.2,5,2,36.0,poor,a,0,6,0,12.9,1459.63,0,1,8,5,1,1,19,1,gas,mixta,42.7,invierno,8.8,696.01,1,21,0.165,114.84,moderate
departamento,68.9,1,2,24.0,excellent,a,0,1,0,12.8,1589.22,3,1,2,1,1,0,12,1,eléctrica,mixta,59.7,primavera,23.3,252.7,1,20,0.189,47.76,efficient
casa,74.9,2,2,21.0,good,b,0,3,1,13.9,1439.4,0,1,3,3,1,0,12,0,ninguna,led,80.7,invierno,1.8,398.35,1,16,0.166,66.13,efficient
casa,76.8,7,4,21.0,good,a,0,1,1,20.5,1330.0,0,1,0,1,1,0,10,1,eléctrica,mixta,73.6,invierno,6.9,504.03,1,18,0.177,89.21,moderate
departamento,41.9,1,1,23.0,good,a,0,1,0,14.6,528.2,1,1,0,0,1,0,10,1,eléctrica,incandescente,66.7,invierno,8.6,503.39,1,18,0.155,78.03,inefficient
departamento,37.4,2,1,19.0,good,a,0,1,1,16.5,244.66,0,1,3,1,1,0,11,1,eléctrica,mixta,66.8,primavera,17.7,335.08,1,18,0.198,66.35,moderate
casa,106.2,2,1,13.0,poor,c,0,3,0,12.3,714.04,2,1,0,2,1,0,12,1,eléctrica,mixta,67.1,invierno,9.5,638.6,1,18,0.21,134.11,moderate
departamento,61.4,2,1,16.0,good,e,0,2,1,16.4,706.69,0,1,1,1,1,0,12,1,eléctrica,led,71.4,otoño,16.8,177.77,1,17,0.178,31.64,moderate
casa,131.0,5,3,54.0,good,e,0,6,1,23.7,2849.54,3,1,2,11,1,0,22,1,gas,mixta,48.1,invierno,7.5,1042.26,1,19,0.213,222.0,moderate
casa,313.2,7,3,22.0,average,e,0,8,0,13.2,6025.44,1,1,2,2,1,0,11,1,losa radiante,mixta,68.5,primavera,19.5,656.93,1,19,0.174,114.31,moderate
casa,54.4,1,2,10.0,excellent,c,0,1,0,13.9,1390.31,2,1,1,1,1,0,11,1,eléctrica,mixta,80.9,otoño,18.1,373.5,1,18,0.188,70.22,moderate
departamento,54.5,4,2,15.0,excellent,a,0,4,0,9.2,1170.9,1,1,5,2,1,0,14,1,eléctrica,led,50.3,primavera,18.4,209.73,1,20,0.176,36.91,efficient
casa,137.2,5,3,12.0,excellent,c,0,1,0,15.6,4137.19,2,1,0,0,1,1,10,0,ninguna,led,79.3,primavera,19.6,274.31,1,17,0.186,51.02,efficient
pequeño comercio,64.4,1,2,47.0,poor,d,0,1,0,14.0,1643.96,2,2,0,0,0,0,8,1,gas,mixta,51.0,invierno,6.7,173.38,1,20,0.194,33.64,inefficient
casa,164.0,4,3,30.0,average,e,0,6,0,8.2,3546.17,2,1,0,2,1,1,15,1,eléctrica,mixta,64.3,verano,26.3,337.74,1,17,0.158,53.36,moderate
pequeño comercio,94.9,8,5,31.0,good,b,0,8,0,20.1,337.99,2,3,7,6,0,0,27,1,gas,mixta,52.8,otoño,13.4,1111.13,1,16,0.129,143.34,efficient
casa,141.9,7,2,12.0,poor,c,0,8,0,10.4,2412.73,2,2,1,5,1,0,14,1,eléctrica,mixta,84.8,verano,30.7,553.1,1,18,0.169,93.47,moderate
casa,48.4,1,1,40.0,good,e,0,1,0,10.2,1330.0,0,1,1,1,1,0,9,1,gas,mixta,78.8,otoño,14.2,144.63,1,18,0.164,23.72,moderate
casa,167.0,6,4,52.0,average,d,0,4,0,11.0,16710.41,1,2,2,1,1,0,13,1,gas,mixta,85.1,invierno,4.6,451.89,1,21,0.209,94.45,moderate
casa,145.3,5,5,34.0,excellent,b,0,3,0,13.1,3508.45,2,1,3,2,1,0,14,1,gas,mixta,62.4,primavera,18.6,451.32,1,23,0.134,60.48,efficient
casa,98.6,2,2,12.0,average,c,0,1,0,9.3,773.35,1,1,0,3,1,0,11,1,eléctrica,mixta,60.3,verano,25.7,268.03,1,16,0.169,45.3,moderate
departamento,69.9,3,3,32.0,poor,a,0,1,0,13.8,1177.82,0,1,3,0,1,1,14,1,gas,led,64.5,verano,27.0,280.75,1,20,0.211,59.24,moderate
pequeño comercio,81.2,4,3,12.0,excellent,b,0,6,0,8.8,2118.52,1,3,4,7,0,0,21,1,eléctrica,led,77.5,primavera,15.5,277.37,1,19,0.175,48.54,efficient
casa,192.0,4,1,21.0,good,b,0,2,1,16.0,833.36,1,1,0,2,1,0,10,1,eléctrica,mixta,53.3,invierno,12.0,632.29,1,22,0.184,116.34,moderate
departamento,83.3,2,2,26.0,excellent,a,0,2,0,15.0,1332.51,2,1,3,1,1,0,15,1,eléctrica,led,58.0,invierno,5.5,482.51,1,17,0.168,81.06,efficient
casa,123.5,5,5,46.0,poor,b,0,7,0,13.2,1306.53,0,1,4,5,1,0,13,1,gas,mixta,53.6,primavera,22.7,495.59,1,18,0.178,88.22,moderate
departamento,69.5,3,3,28.0,good,e,0,2,0,14.0,803.38,0,1,2,2,1,0,10,0,ninguna,mixta,54.2,otoño,17.3,348.42,1,19,0.164,57.14,moderate
casa,160.4,2,1,20.0,excellent,c,0,4,0,9.2,2531.12,3,1,1,2,1,0,13,1,eléctrica,led,80.8,invierno,13.0,231.95,1,16,0.192,44.53,efficient
casa,186.8,6,1,26.0,excellent,a,1,4,1,23.2,3672.5,1,2,3,5,1,0,17,1,eléctrica,led,75.3,otoño,13.3,479.74,1,17,0.174,83.47,efficient
departamento,81.6,1,2,10.0,poor,d,0,2,1,21.3,3239.39,1,2,2,4,1,0,11,1,eléctrica,mixta,90.6,invierno,7.8,712.97,1,18,0.132,94.11,inefficient
departamento,116.3,2,3,17.0,good,e,0,1,0,10.5,1540.59,1,1,0,2,1,0,9,1,eléctrica,mixta,66.7,primavera,16.3,222.75,1,20,0.195,43.44,moderate
casa,83.3,1,1,21.0,good,d,0,1,0,9.2,396.15,0,1,0,1,1,0,8,1,eléctrica,led,67.9,invierno,7.0,148.26,1,17,0.153,22.68,efficient
casa,112.7,3,3,7.0,good,b,0,4,0,13.1,1331.68,0,1,1,5,1,0,15,0,ninguna,led,69.1,verano,25.7,330.41,1,20,0.176,58.15,efficient
casa,169.4,7,3,17.0,good,b,0,8,0,9.6,1241.88,2,1,5,3,1,1,17,1,eléctrica,mixta,60.8,verano,32.5,622.38,1,22,0.194,120.74,efficient
departamento,91.6,1,1,55.0,poor,e,0,1,0,11.8,2073.69,0,1,0,0,1,0,9,1,gas,mixta,51.4,primavera,24.0,294.06,1,19,0.219,64.4,inefficient
departamento,51.1,1,1,35.0,poor,e,0,1,1,18.0,1330.0,0,1,0,1,1,1,9,1,gas,mixta,53.6,primavera,18.6,325.93,1,18,0.174,56.71,inefficient
casa,129.3,2,1,13.0,good,b,0,1,0,13.0,2636.74,1,1,0,2,1,1,15,1,eléctrica,mixta,78.5,verano,26.4,502.01,1,16,0.169,84.84,inefficient
casa,211.7,3,2,28.0,poor,e,0,2,0,13.0,1521.85,3,1,0,3,1,0,12,1,eléctrica,mixta,59.0,otoño,9.4,287.69,1,20,0.221,63.58,inefficient
departamento,57.4,1,2,32.0,excellent,e,0,1,0,11.4,674.02,1,1,0,2,1,0,11,1,gas,incandescente,49.7,invierno,10.6,378.97,1,16,0.164,62.15,inefficient
casa,47.7,1,1,8.0,excellent,e,0,1,1,20.6,1507.75,0,1,1,4,1,0,10,1,eléctrica,led,84.9,invierno,3.5,354.07,1,20,0.162,57.36,moderate
casa,311.5,8,2,20.0,poor,a,0,6,0,8.8,1503.09,1,1,2,3,1,0,14,1,eléctrica,led,80.7,primavera,24.8,476.38,1,19,0.21,100.04,efficient
departamento,98.9,1,1,38.0,average,a,0,1,0,13.8,1676.11,0,2,0,0,1,0,12,1,gas,led,72.1,primavera,20.1,214.98,1,19,0.182,39.13,moderate
departamento,78.7,1,2,21.0,average,d,0,4,0,11.2,588.65,1,2,2,3,1,0,11,1,eléctrica,led,65.7,verano,28.2,291.72,1,19,0.209,60.97,efficient
casa,145.9,1,2,34.0,excellent,a,0,1,1,20.3,3040.8,0,1,0,1,1,1,11,0,ninguna,mixta,62.6,invierno,10.4,311.5,1,22,0.185,57.63,efficient
casa,134.2,1,1,22.0,excellent,a,0,1,0,15.0,3032.4,3,1,2,0,1,0,12,1,eléctrica,led,79.4,verano,31.2,488.76,1,20,0.183,89.44,efficient
casa,158.1,6,4,16.0,good,a,0,6,0,14.4,1551.92,2,1,5,8,1,0,21,1,eléctrica,incandescente,97.2,otoño,15.4,1035.2,1,16,0.176,182.2,efficient
departamento,113.8,2,3,20.0,poor,c,0,1,1,20.1,2885.71,1,1,3,1,1,0,10,1,eléctrica,led,56.9,invierno,2.9,742.01,1,20,0.188,139.5,inefficient
casa,348.4,8,5,14.0,good,b,0,8,0,12.9,5427.34,4,1,6,7,1,1,24,1,losa radiante,mixta,80.8,primavera,19.9,959.36,1,22,0.205,196.67,efficient
casa,161.1,5,4,15.0,excellent,b,0,4,1,14.5,860.45,1,2,5,6,1,0,20,1,eléctrica,mixta,66.9,otoño,12.4,690.79,1,17,0.161,111.22,efficient
departamento,105.2,2,4,53.0,poor,e,0,3,1,18.0,1452.9,0,1,0,2,1,1,9,1,gas,incandescente,49.7,verano,29.4,673.72,1,18,0.176,118.57,inefficient
casa,119.4,4,1,34.0,poor,d,0,3,0,15.2,2603.27,2,1,1,3,1,0,10,1,gas,led,56.5,invierno,8.3,349.57,1,19,0.187,65.37,moderate
casa,132.1,1,1,14.0,good,b,0,1,1,13.9,5825.8,2,1,0,1,1,0,12,0,ninguna,led,95.1,verano,31.3,468.33,1,16,0.206,96.48,moderate
departamento,111.7,2,1,11.0,excellent,b,0,2,1,17.2,2621.09,0,2,2,1,1,0,14,1,eléctrica,incandescente,76.6,invierno,7.1,791.36,1,19,0.19,150.36,moderate
casa,70.5,4,3,15.0,poor,c,0,6,0,13.9,889.36,1,1,4,7,1,0,20,1,eléctrica,led,66.7,verano,28.4,691.11,1,18,0.166,114.72,moderate
departamento,69.2,5,5,36.0,average,e,0,2,0,15.4,752.95,1,2,2,3,1,0,11,1,gas,mixta,39.1,primavera,28.3,258.57,1,19,0.154,39.82,inefficient
pequeño comercio,75.2,2,3,11.0,excellent,a,0,3,0,8.0,575.25,1,2,0,1,0,0,9,0,ninguna,led,81.2,otoño,18.0,145.34,1,19,0.193,28.05,efficient
departamento,65.8,2,1,38.0,good,d,0,2,0,10.4,509.04,1,1,3,1,1,0,13,1,gas,led,55.2,otoño,16.5,200.29,1,17,0.142,28.44,moderate
casa,153.3,3,3,49.0,poor,d,0,4,1,21.2,4808.8,3,1,2,4,1,0,15,1,gas,led,61.1,verano,29.4,1423.85,1,18,0.203,289.04,inefficient
casa,55.6,1,1,12.0,excellent,a,0,1,1,22.3,1320.23,2,1,1,2,1,0,10,1,eléctrica,mixta,82.5,invierno,11.8,424.41,1,17,0.16,67.91,moderate
casa,121.4,4,4,18.0,good,d,1,2,0,17.0,3132.07,2,1,1,0,1,0,16,1,eléctrica,led,87.5,verano,29.0,281.57,1,18,0.176,49.56,efficient
casa,201.4,5,1,6.0,good,b,1,7,1,24.0,1442.49,2,1,5,7,1,0,26,1,eléctrica,led,82.1,invierno,15.1,1059.07,1,18,0.179,189.57,efficient
departamento,69.3,2,1,18.0,good,b,0,1,0,15.5,1330.0,1,1,2,0,1,0,6,1,eléctrica,mixta,66.5,verano,29.4,341.58,1,18,0.186,63.53,moderate
casa,120.3,3,5,12.0,excellent,a,0,5,0,12.6,1518.68,0,2,5,2,1,0,13,1,eléctrica,mixta,71.5,primavera,20.7,524.02,1,20,0.154,80.7,efficient
casa,198.5,6,5,54.0,good,b,0,4,0,16.0,3599.4,1,2,2,2,1,0,11,1,gas,led,50.0,otoño,18.6,499.75,1,21,0.191,95.45,efficient
pequeño comercio,64.0,2,1,26.0,poor,b,0,4,0,15.8,3912.84,2,2,4,4,0,1,17,1,eléctrica,mixta,53.8,otoño,14.5,339.74,1,20,0.193,65.57,moderate
casa,46.3,3,2,31.0,good,a,0,4,0,10.5,1396.42,0,2,3,3,1,0,18,0,ninguna,mixta,61.5,invierno,2.5,405.64,1,19,0.169,68.55,efficient
casa,133.9,2,2,29.0,poor,a,1,4,0,8.0,6277.75,2,2,1,2,1,1,14,1,losa radiante,mixta,60.1,otoño,20.1,232.44,1,17,0.185,43.0,efficient
casa,132.6,2,1,52.0,poor,d,0,2,0,8.3,2217.11,1,1,2,2,1,0,10,1,gas,incandescente,57.7,otoño,16.1,309.01,1,15,0.16,49.44,inefficient
casa,85.6,7,2,8.0,good,a,0,7,0,9.2,825.01,1,2,7,4,1,1,25,1,eléctrica,led,89.9,otoño,18.3,306.48,1,18,0.113,34.63,efficient
departamento,103.2,4,3,8.0,good,b,0,4,0,15.5,1391.12,0,1,1,3,1,1,14,1,eléctrica,led,79.5,invierno,5.6,632.31,1,22,0.184,116.35,efficient
casa,146.0,1,1,16.0,good,a,0,1,1,22.2,2516.08,1,1,0,1,1,0,8,1,eléctrica,led,72.3,primavera,26.4,349.02,1,19,0.189,65.96,moderate
casa,80.3,4,2,18.0,good,a,0,2,1,20.2,432.49,1,1,1,2,1,0,12,1,eléctrica,led,71.7,verano,23.1,541.84,1,23,0.207,112.16,moderate
casa,164.8,4,5,35.0,excellent,a,0,4,1,13.9,3503.38,1,1,1,5,1,1,16,0,ninguna,led,73.9,verano,25.1,767.81,1,14,0.202,155.1,efficient
departamento,86.8,1,1,28.0,excellent,e,0,1,0,10.0,857.72,1,1,0,0,1,0,8,1,eléctrica,mixta,71.8,invierno,8.7,194.97,1,19,0.126,24.57,moderate
departamento,59.3,3,3,47.0,poor,e,0,1,1,19.4,2155.84,0,1,1,1,1,0,5,1,gas,led,60.3,otoño,16.1,158.62,1,22,0.217,34.42,inefficient
casa,68.7,1,1,28.0,good,d,0,2,1,18.7,749.66,0,1,2,3,1,0,12,1,gas,led,58.6,otoño,22.0,339.78,1,16,0.214,72.71,moderate
casa,89.9,2,1,26.0,poor,a,0,2,1,24.0,1582.8,0,2,0,3,1,0,18,0,ninguna,led,70.6,invierno,4.2,471.2,1,15,0.18,84.82,moderate
casa,120.5,5,4,23.0,poor,d,0,8,0,10.9,1641.15,1,2,6,5,1,0,18,1,eléctrica,mixta,62.4,otoño,15.2,558.01,1,22,0.184,102.67,inefficient
casa,102.6,5,5,62.0,poor,b,0,8,1,24.0,1892.84,2,1,6,9,1,0,22,1,gas,mixta,51.1,verano,26.9,1560.14,1,19,0.163,254.3,inefficient
casa,137.5,2,1,28.0,good,e,0,3,1,22.4,1406.05,1,1,0,1,1,1,7,0,ninguna,mixta,66.8,otoño,11.2,503.27,1,19,0.143,71.97,moderate
departamento,62.4,1,1,18.0,poor,e,0,1,1,21.3,444.57,3,1,1,2,1,0,16,1,eléctrica,mixta,78.8,otoño,16.1,432.25,1,20,0.21,90.77,inefficient
pequeño comercio,106.0,5,3,17.0,good,a,0,8,0,9.9,1330.0,0,3,1,8,0,0,17,0,ninguna,incandescente,71.3,otoño,10.3,752.05,1,17,0.163,122.58,efficient
casa,182.4,5,4,10.0,good,c,0,8,0,12.3,4022.15,1,2,4,10,1,0,21,1,losa radiante,led,92.3,verano,25.2,554.03,1,18,0.158,87.54,efficient
departamento,47.0,1,1,15.0,good,d,0,1,0,15.3,384.8,0,1,1,1,1,0,9,1,eléctrica,mixta,82.7,verano,27.1,245.95,1,17,0.205,50.42,moderate
casa,132.2,1,1,21.0,good,c,0,1,0,8.7,1265.41,1,1,1,1,1,0,7,1,eléctrica,mixta,84.8,verano,26.4,164.28,1,16,0.191,31.38,efficient
casa,78.2,3,2,10.0,poor,c,0,5,1,20.2,1330.0,0,1,2,5,1,0,12,1,eléctrica,mixta,66.1,primavera,18.0,614.83,1,21,0.164,100.83,inefficient
casa,200.7,4,1,62.0,average,c,0,5,1,22.6,2755.72,0,1,2,4,1,0,11,1,gas,mixta,43.4,invierno,6.8,843.05,1,14,0.196,165.24,moderate
pequeño comercio,139.7,4,2,50.0,good,d,0,2,0,11.1,2977.68,1,2,2,2,0,0,9,1,gas,incandescente,46.4,otoño,15.4,344.82,1,19,0.156,53.79,moderate
casa,134.3,4,3,43.0,poor,e,0,3,1,19.8,2102.59,0,1,3,3,1,0,15,1,gas,led,35.5,otoño,15.6,553.12,1,16,0.198,109.52,inefficient
casa,75.5,3,4,36.0,good,e,0,2,0,11.1,1581.31,0,1,5,2,1,0,16,1,gas,led,62.6,otoño,12.7,191.65,1,22,0.168,32.2,efficient
casa,92.4,7,4,19.0,excellent,b,0,4,0,12.9,1548.28,0,2,0,5,1,0,12,0,ninguna,mixta,60.4,invierno,7.1,379.67,1,19,0.216,82.01,efficient
departamento,72.1,2,1,26.0,excellent,a,0,1,1,13.9,662.13,0,1,0,4,1,0,7,1,eléctrica,incandescente,61.5,primavera,19.3,578.08,1,18,0.181,104.63,moderate
pequeño comercio,102.1,2,1,64.0,excellent,e,0,2,0,10.5,1597.71,0,2,4,3,0,0,9,1,gas,incandescente,52.3,verano,27.7,403.16,1,19,0.167,67.33,moderate
departamento,87.6,1,2,13.0,excellent,c,0,1,0,10.4,1376.55,0,1,1,1,1,0,14,1,eléctrica,incandescente,58.8,invierno,5.0,1614.5001693547538,1,21,0.152,55.17,moderate
casa,74.4,3,4,21.0,excellent,d,1,4,0,16.4,923.72,0,2,3,5,1,0,14,1,eléctrica,mixta,43.9,primavera,14.5,371.43,1,23,0.197,73.17,efficient
casa,79.2,6,4,30.0,good,d,0,3,1,20.9,721.8,0,1,0,1,1,0,6,1,eléctrica,mixta,67.4,verano,30.5,427.19,1,20,0.221,94.41,moderate
departamento,89.0,1,3,35.0,good,c,0,1,0,10.4,1164.5,0,1,0,2,1,0,9,0,ninguna,led,60.2,invierno,5.6,148.23,1,19,0.173,25.64,moderate
departamento,65.9,1,4,34.0,average,c,0,2,0,17.2,1427.91,2,1,1,4,1,0,17,1,gas,mixta,71.6,invierno,11.9,389.28,1,20,0.153,59.56,inefficient
departamento,68.5,1,4,29.0,good,b,0,1,1,17.6,3740.36,1,1,0,1,1,0,9,1,eléctrica,mixta,64.5,primavera,23.5,292.28,1,21,0.176,51.44,moderate
departamento,55.1,1,2,26.0,poor,e,0,3,0,8.0,1819.54,0,1,3,1,1,1,15,1,eléctrica,led,65.0,verano,26.4,109.35,1,17,0.2,21.87,inefficient
casa,95.3,2,1,65.0,poor,e,0,1,0,9.8,3324.73,0,2,1,0,1,0,10,1,gas,led,59.5,invierno,7.5,178.83,1,18,0.152,27.18,inefficient
pequeño comercio,154.3,2,4,51.0,poor,e,0,4,0,12.0,4872.51,5,3,3,6,0,1,21,1,gas,mixta,52.1,primavera,21.4,490.57,1,17,0.17,83.4,inefficient
casa,134.4,2,3,9.0,good,a,0,1,0,15.2,1818.57,0,1,0,1,1,1,11,1,eléctrica,led,80.5,invierno,7.0,373.77,1,20,0.149,55.69,moderate
departamento,84.6,2,1,14.0,excellent,b,0,4,1,24.0,1280.5,0,1,6,4,1,0,15,1,eléctrica,incandescente,93.7,primavera,19.2,1188.85,1,22,0.227,269.87,efficient
departamento,39.9,2,1,13.0,excellent,b,0,1,0,16.3,241.88,1,1,1,0,1,0,9,1,eléctrica,led,78.2,verano,26.0,316.18,1,19,0.199,62.92,efficient
casa,160.8,3,1,24.0,excellent,e,0,4,1,19.6,711.4,0,2,2,3,1,0,12,1,eléctrica,mixta,79.7,primavera,20.9,485.91,1,18,0.157,76.29,moderate
casa,92.8,3,1,38.0,good,e,0,3,1,21.0,1909.37,2,2,4,4,1,0,19,1,gas,led,61.4,primavera,17.1,607.43,1,20,0.199,120.88,moderate
casa,78.3,1,2,24.0,excellent,e,0,1,0,8.0,1098.31,1,1,0,1,1,0,7,1,eléctrica,led,65.6,verano,30.9,156.64,1,19,0.149,23.34,efficient
casa,107.3,4,2,18.0,poor,a,0,2,0,12.2,694.39,1,1,0,0,1,0,9,1,eléctrica,led,61.7,otoño,20.8,190.71,1,18,0.161,30.7,moderate
casa,86.1,2,4,12.0,good,e,0,1,0,9.7,2793.13,0,2,0,1,1,0,10,1,eléctrica,mixta,64.9,primavera,20.1,201.25,1,18,0.182,36.63,moderate
departamento,127.3,1,1,13.0,good,a,0,1,1,19.2,4011.78,2,1,0,1,1,0,11,1,losa radiante,incandescente,81.7,primavera,24.5,718.92,1,19,0.146,104.96,inefficient
departamento,42.6,1,1,51.0,average,a,0,2,1,9.6,470.16,1,2,2,3,1,0,11,1,gas,led,48.1,otoño,15.9,173.51,1,18,0.17,29.5,efficient
casa,77.4,2,1,2.0,good,b,0,3,1,23.9,730.26,1,1,1,3,1,0,11,1,eléctrica,led,70.1,primavera,21.7,498.25,1,16,0.18,89.68,efficient
casa,239.3,5,2,12.0,good,b,0,3,1,19.8,6453.31,2,1,5,3,1,1,17,1,losa radiante,incandescente,71.6,otoño,16.1,1258.7,1,19,0.178,224.05,inefficient
departamento,42.6,2,2,59.0,good,e,0,3,1,22.9,1300.47,0,1,4,2,1,0,14,1,gas,led,58.0,invierno,3.8,424.43,1,18,0.194,82.34,moderate
pequeño comercio,55.2,1,1,41.0,poor,d,0,2,0,13.2,1096.11,2,2,1,1,0,0,13,1,gas,mixta,42.2,verano,30.1,580.17,1,22,0.143,82.96,inefficient
casa,159.6,7,4,40.0,excellent,a,0,8,1,22.1,1978.19,1,1,2,5,1,1,15,0,ninguna,mixta,66.4,invierno,9.3,978.19,1,19,0.174,170.21,efficient
casa,131.2,4,2,10.0,excellent,a,0,5,1,19.0,1715.49,2,1,2,5,1,0,15,1,eléctrica,mixta,71.3,invierno,7.4,870.56,1,17,0.168,146.25,efficient
casa,131.3,3,2,26.0,good,a,0,3,1,19.1,665.13,0,1,4,1,1,0,12,1,eléctrica,mixta,71.3,otoño,17.9,488.58,1,20,0.19,92.83,efficient
pequeño comercio,57.8,1,1,7.0,excellent,a,0,1,0,14.1,1116.48,1,2,2,0,0,0,11,0,ninguna,led,77.7,otoño,20.9,144.92,1,16,0.166,24.06,efficient
casa,78.8,1,1,42.0,poor,d,0,1,0,9.5,1138.25,1,1,1,2,1,0,13,1,gas,incandescente,81.7,invierno,7.0,441.91,1,15,0.205,90.59,inefficient
departamento,77.1,3,2,9.0,poor,a,0,1,0,14.2,1950.14,1,1,2,0,1,0,9,1,eléctrica,led,80.9,primavera,19.6,205.28,1,18,0.16,32.84,moderate
casa,128.3,1,1,19.0,poor,a,0,1,0,13.6,3872.37,4,1,0,0,1,0,9,1,eléctrica,mixta,87.6,primavera,22.5,301.62,1,18,0.198,59.72,moderate
