id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
9671,Departamento,52.0,1,1,13.0,Good,B,False,2,True,23.7,1212.36,1,1,1,2,1,1,8,True,Eléctrica,LED,96.3,Verano,27.0,481.97,True,18,0.175,84.34,69.4,Efficient
9672,Departamento,31.9,1,1,27.0,Excellent,E,False,1,False,14.4,245.76,0,1,2,1,1,0,13,True,Eléctrica,Mixta,74.8,Otoño,13.3,322.41,True,19,0.185,59.65,40.3,Moderate
9673,Departamento,72.1,1,1,27.0,Average,E,False,1,True,24.0,536.69,2,1,2,2,1,0,15,True,Eléctrica,Mixta,61.8,Primavera,17.7,669.49,True,16,0.159,106.45,0.0,Inefficient
9674,Casa,214.4,7,4,12.0,Poor,B,False,8,False,8.0,9606.8,5,2,8,8,1,0,26,True,Losa Radiante,Mixta,76.6,Invierno,6.1,387.05,True,19,0.157,60.77,35.0,Moderate
9675,Departamento,62.2,1,1,19.0,Average,E,False,1,False,8.0,637.88,1,1,0,0,1,0,9,True,Eléctrica,Incandescente,70.5,Verano,28.3,306.63,True,16,0.164,50.29,8.5,Inefficient
9676,Casa,99.7,1,1,25.0,Good,D,False,4,False,12.1,3388.81,1,1,3,4,1,1,18,True,Eléctrica,Mixta,56.8,Otoño,18.0,380.79,True,17,0.19,72.35,41.9,Moderate
9677,Casa,110.0,1,1,,Poor,E,False,1,True,18.4,664.82,0,1,2,2,1,0,10,True,Gas,Incandescente,69.0,Invierno,9.2,508.87,True,17,0.161,81.93,0.0,Inefficient
9678,Departamento,51.1,1,1,14.0,Average,E,False,1,False,12.9,570.12,0,2,0,0,1,0,4,True,Eléctrica,LED,72.0,Primavera,22.4,122.71,True,18,0.164,20.12,39.1,Moderate
9679,Casa,199.3,4,3,32.0,Poor,E,False,4,True,22.2,,2,1,1,1,1,0,14,True,Gas,Mixta,49.2,Invierno,8.9,569.03,True,21,0.191,108.68,23.6,Inefficient
9680,Departamento,51.3,2,1,47.0,Poor,C,False,3,False,12.0,671.94,1,1,2,0,1,0,9,True,Gas,LED,49.8,Verano,32.9,342.53,True,19,0.203,69.53,28.7,Moderate
9681,Departamento,81.0,2,2,20.0,Good,A,False,3,False,8.4,1407.4,0,2,0,3,1,0,12,False,Ninguna,LED,79.2,Verano,26.3,184.51,True,17,0.188,34.69,78.8,Efficient
9682,Pequeño Comercio,61.2,2,1,23.0,Excellent,E,False,2,False,10.0,2516.13,0,2,1,4,0,1,16,True,Eléctrica,Incandescente,80.7,Invierno,9.5,505.04,True,18,0.165,83.33,34.8,Moderate
9683,Departamento,58.7,2,1,68.0,Poor,D,False,2,True,20.6,825.33,0,1,1,3,1,0,18,False,Ninguna,Mixta,54.4,Primavera,14.3,601.12,True,19,0.155,93.17,6.6,Inefficient
9684,Pequeño Comercio,52.2,1,1,17.0,Good,E,False,1,False,9.1,1968.16,1,2,1,1,0,0,9,True,Eléctrica,Mixta,82.8,Otoño,13.3,172.08,True,22,0.168,28.91,41.8,Moderate
9685,Departamento,54.5,2,2,,Average,E,False,4,False,20.8,443.04,0,1,4,4,1,0,14,False,Ninguna,Mixta,96.7,Verano,29.5,632.34,True,14,0.195,123.31,37.0,Moderate
9686,Departamento,78.6,1,1,26.0,Poor,B,False,3,True,21.3,2329.28,1,1,6,2,1,0,20,True,Eléctrica,LED,66.7,Primavera,20.7,580.27,True,14,0.151,87.62,43.8,Moderate
9687,Casa,66.8,4,5,19.0,Excellent,B,False,2,False,15.6,534.56,1,1,0,2,1,0,9,False,Ninguna,Incandescente,87.3,Invierno,4.6,343.36,True,20,0.162,55.62,64.7,Efficient
9688,Casa,105.5,7,3,17.0,Good,C,False,5,False,12.7,1568.34,0,1,2,8,1,1,22,False,Ninguna,Mixta,85.2,Verano,31.9,628.66,True,22,0.196,123.22,47.8,Moderate
9689,Casa,122.3,5,2,23.0,Good,B,False,8,True,14.2,7442.63,0,2,3,8,1,1,19,False,Ninguna,Incandescente,98.2,Invierno,9.4,880.07,True,20,0.211,185.69,59.3,Efficient
9690,Casa,133.3,5,3,32.0,Good,E,False,6,False,,,2,2,4,9,1,0,25,True,Gas,Incandescente,72.1,Otoño,12.5,672.28,True,13,0.15,100.84,37.4,Moderate
9691,Casa,131.4,3,4,50.0,Poor,C,False,3,True,15.1,1136.94,0,1,2,3,1,0,12,True,Gas,Mixta,58.8,Verano,28.2,1892.1167985583088,True,19,0.194,82.52,43.5,Moderate
9692,Casa,150.3,8,5,32.0,Poor,C,False,4,False,16.0,2688.59,0,1,6,6,1,0,17,True,Gas,LED,55.8,Primavera,23.5,564.01,True,19,0.155,87.42,28.4,Moderate
9693,Departamento,57.3,3,3,27.0,Good,A,False,1,False,8.3,1053.9,0,1,1,2,1,0,8,False,Ninguna,Mixta,67.2,Otoño,17.2,137.73,True,22,0.161,22.17,64.9,Efficient
9694,Departamento,104.7,6,2,28.0,Poor,E,False,2,False,13.3,447.08,0,1,0,3,1,0,8,True,Eléctrica,Mixta,70.5,Primavera,17.6,323.29,True,17,0.179,57.87,24.4,Inefficient
9695,Departamento,50.3,2,2,64.0,Good,E,False,5,False,14.7,691.0,0,2,1,5,1,0,13,True,Gas,LED,83.7,Otoño,17.4,403.07,True,17,0.169,68.12,61.2,Efficient
9696,Casa,209.3,7,5,18.0,Good,B,False,2,False,10.2,2535.9,2,1,2,2,1,0,13,True,Eléctrica,LED,74.9,Invierno,5.3,332.58,True,19,0.207,68.84,66.1,Efficient
9697,Departamento,47.3,1,1,30.0,Good,B,False,1,True,18.2,627.4,0,1,2,2,1,0,10,True,Eléctrica,LED,74.3,Verano,30.5,222.82,True,18,0.184,41.0,64.9,Efficient
9698,Casa,207.5,8,4,27.0,Poor,A,False,6,False,9.4,4272.69,4,1,4,2,1,0,16,True,Losa Radiante,Mixta,78.7,Otoño,16.2,485.88,True,18,0.189,91.83,39.8,Moderate
9699,Pequeño Comercio,113.8,2,1,47.0,Good,C,False,4,False,18.9,565.29,1,3,0,0,0,0,8,False,Ninguna,Mixta,45.2,Invierno,13.4,594.2,True,19,0.162,96.26,39.5,Moderate
9700,Departamento,93.2,5,1,14.0,Good,A,False,8,False,9.2,1583.78,0,1,6,5,1,1,22,True,Eléctrica,Mixta,85.8,Invierno,14.0,460.97,True,19,0.183,84.36,61.2,Efficient
9701,Departamento,50.9,1,2,18.0,Good,B,False,1,False,11.2,260.14,1,1,1,1,1,0,9,True,Eléctrica,LED,70.9,Verano,28.9,154.36,True,16,0.192,29.64,59.3,Efficient
9702,Departamento,48.9,2,1,11.0,Good,D,False,2,False,13.4,659.76,1,1,2,2,1,0,15,True,Eléctrica,LED,72.1,Otoño,11.6,288.75,True,19,0.157,45.33,54.1,Efficient
9703,Departamento,73.8,1,1,25.0,Average,A,False,1,False,13.6,1276.42,0,1,1,0,1,0,9,False,Ninguna,Mixta,63.2,Otoño,9.0,243.8,True,21,0.17,41.45,41.5,Moderate
9704,Departamento,57.4,2,1,71.0,Average,E,False,1,True,23.5,2317.28,1,1,0,1,1,0,19,True,Gas,Incandescente,41.4,Primavera,23.4,1293.58,True,16,0.173,223.79,0.0,Inefficient
9705,Departamento,91.4,3,3,10.0,Poor,A,False,4,True,19.2,3196.19,3,2,1,4,1,0,13,True,Eléctrica,Mixta,58.8,Invierno,6.2,988.8,True,17,0.186,183.92,27.2,Moderate
9706,Casa,233.4,8,5,20.0,Excellent,B,False,8,True,19.8,6106.69,4,2,3,4,1,1,26,True,Losa Radiante,Mixta,75.9,Primavera,19.9,1163.21,True,19,0.183,212.87,66.7,Efficient
9707,Casa,157.7,8,4,32.0,Excellent,E,False,8,False,16.0,2945.82,3,1,5,6,1,0,19,True,Gas,Incandescente,75.4,Otoño,19.0,1155.62,True,18,0.2,231.12,38.2,Moderate
9708,Departamento,70.8,3,2,14.0,Excellent,E,True,4,False,8.0,737.61,0,2,4,4,1,0,16,True,Eléctrica,Mixta,71.5,Invierno,8.8,231.01,True,20,0.162,37.42,68.0,Efficient
9709,Casa,252.0,8,2,18.0,Excellent,E,False,8,False,14.9,5055.17,2,2,6,7,1,0,22,True,Losa Radiante,Mixta,75.6,Otoño,14.3,1009.22,True,17,0.199,200.83,47.8,Moderate
9710,Casa,100.2,1,1,21.0,Good,A,False,1,False,10.7,422.26,0,1,1,1,1,0,7,True,Eléctrica,Incandescente,66.3,Primavera,23.4,322.64,True,20,0.219,70.66,32.6,Moderate
9711,Casa,130.0,5,1,13.0,Excellent,D,False,7,False,12.4,1941.42,2,1,9,9,1,0,28,True,Eléctrica,LED,92.1,Invierno,4.3,740.17,True,19,0.186,137.67,70.4,Efficient
9712,Departamento,102.2,2,2,39.0,Poor,D,False,1,True,24.0,2497.47,1,1,0,2,1,0,6,False,Ninguna,Mixta,67.4,Otoño,11.9,276.42,True,18,0.188,51.97,14.0,Inefficient
9713,Casa,158.0,2,4,24.0,Poor,B,False,2,True,16.2,3348.51,5,1,4,2,1,1,20,True,Eléctrica,Mixta,84.2,Invierno,5.7,912.14,True,20,0.205,186.99,11.4,Inefficient
9714,Casa,159.4,5,1,9.0,Good,A,False,2,True,19.7,1702.05,3,2,2,4,1,1,18,True,Eléctrica,LED,65.3,Invierno,7.8,703.65,True,16,0.161,113.29,47.3,Moderate
9715,Casa,61.1,1,1,37.0,Excellent,A,False,1,False,11.4,795.26,0,1,1,0,1,0,5,False,Ninguna,Mixta,51.7,Otoño,18.6,131.9,True,20,0.18,23.74,68.1,Efficient
9716,Casa,67.3,5,1,26.0,Excellent,A,False,4,True,21.8,1846.56,0,1,1,3,1,0,8,True,Eléctrica,Mixta,68.6,Primavera,17.4,512.76,True,19,0.205,105.12,60.4,Efficient
9717,Casa,116.5,6,2,53.0,Poor,A,False,6,True,22.5,2359.84,0,1,4,4,1,0,19,False,Ninguna,LED,61.1,Invierno,11.4,843.29,True,20,0.209,176.25,50.8,Moderate
9718,Departamento,76.3,2,1,24.0,Excellent,E,False,1,False,12.7,1775.68,1,1,0,0,1,0,9,False,Ninguna,LED,73.6,Otoño,17.9,198.61,True,16,0.175,34.76,51.7,Moderate
9719,Departamento,88.4,2,2,25.0,Good,D,False,1,False,14.2,616.96,0,1,1,1,1,0,7,True,Eléctrica,Mixta,69.6,Verano,22.3,184.92,True,21,0.208,38.46,42.6,Moderate
9720,Casa,115.4,2,1,14.0,Good,B,False,1,False,8.3,973.16,0,1,0,2,1,0,11,True,Eléctrica,LED,67.9,Primavera,18.0,150.12,True,22,0.178,26.72,61.5,Efficient
9721,Pequeño Comercio,121.7,4,3,41.0,Good,B,False,6,False,10.0,932.38,1,3,5,5,0,0,18,False,Ninguna,LED,81.8,Verano,32.4,439.25,True,17,0.198,86.97,63.1,Efficient
9722,Departamento,97.2,4,1,16.0,Average,B,False,3,False,17.4,887.65,1,2,3,2,1,0,18,True,Eléctrica,Mixta,75.2,Otoño,10.8,683.64,True,16,0.187,127.84,43.9,Moderate
9723,Departamento,58.6,1,1,19.0,Excellent,E,False,1,False,13.8,1282.97,1,1,1,2,1,0,6,True,Eléctrica,Incandescente,73.4,Invierno,9.8,373.96,True,18,0.214,80.03,22.4,Inefficient
9724,Departamento,67.3,1,1,10.0,Excellent,E,False,1,False,10.9,364.53,0,2,1,0,1,0,7,True,Eléctrica,LED,82.2,Verano,26.2,132.49,True,19,0.164,21.73,66.1,Efficient
9725,Casa,147.6,3,1,14.0,Good,B,False,1,False,12.4,3317.06,1,1,0,0,1,0,8,True,Eléctrica,Mixta,63.4,Verano,29.2,327.09,True,20,0.173,56.59,34.3,Moderate
9726,Casa,83.0,2,1,18.0,Good,B,False,4,False,11.0,3779.96,1,1,4,4,1,0,13,True,Eléctrica,Mixta,74.7,Primavera,16.8,405.44,True,13,0.137,55.55,56.3,Efficient
9727,Casa,187.3,1,2,33.0,Good,B,False,2,False,13.8,3848.08,5,2,0,2,1,0,16,True,Gas,Mixta,64.3,Otoño,12.8,501.06,True,17,0.202,101.21,46.4,Moderate
9728,Casa,180.9,7,3,19.0,Excellent,B,False,8,True,22.0,3222.69,3,2,6,11,1,1,24,False,Ninguna,Mixta,81.8,Otoño,17.9,1371.52,True,19,0.151,207.1,65.1,Efficient
9729,Casa,220.1,7,5,48.0,Poor,D,False,8,False,13.8,1435.17,1,1,10,5,1,0,24,True,Gas,Mixta,56.4,Otoño,13.9,1035.2,True,18,0.156,161.49,14.3,Inefficient
9730,Departamento,67.5,3,2,11.0,Good,B,False,3,False,8.0,573.15,0,2,3,0,1,0,8,False,Ninguna,Mixta,74.9,Primavera,18.3,190.89,True,19,0.194,37.03,52.6,Moderate
9731,Casa,195.2,7,5,13.0,Poor,B,False,5,True,19.9,2807.15,0,1,3,4,1,0,19,True,Eléctrica,Mixta,68.7,Primavera,20.9,559.77,True,19,0.2,111.95,33.6,Moderate
9732,Departamento,54.3,1,1,37.0,Poor,B,False,2,False,8.0,366.18,1,1,0,1,1,0,9,False,Ninguna,LED,56.5,Verano,23.3,183.89,True,17,0.198,36.41,40.8,Moderate
9733,Casa,146.2,4,5,40.0,Poor,C,False,3,False,10.4,1982.19,4,1,1,5,1,0,16,True,Gas,Mixta,76.8,Verano,25.6,929.47,True,23,0.223,207.27,8.2,Inefficient
9734,Departamento,88.2,5,2,49.0,Average,D,False,7,False,9.5,1584.51,0,2,7,4,1,0,18,True,Gas,LED,51.8,Verano,30.0,407.13,True,20,0.185,75.32,38.3,Moderate
9735,Casa,135.4,4,2,14.0,Good,C,False,3,False,12.3,2353.26,0,2,2,2,1,0,14,True,Eléctrica,LED,82.5,Verano,30.6,320.83,True,19,0.172,55.18,65.0,Efficient
9736,Casa,187.7,5,1,62.0,Poor,E,False,6,True,20.9,1996.37,3,1,5,7,1,0,21,True,Gas,Mixta,41.6,Invierno,10.1,1084.11,True,18,0.168,182.13,20.4,Inefficient
9737,Departamento,61.3,1,1,17.0,Poor,B,False,3,False,14.1,,1,1,3,1,1,0,11,True,Eléctrica,LED,78.5,Otoño,10.8,286.6,True,19,0.17,48.72,39.6,Moderate
9738,Departamento,75.0,2,1,,Average,B,False,6,False,9.0,1569.83,0,2,2,3,1,0,9,True,Eléctrica,Incandescente,53.6,Invierno,5.4,536.06,True,21,0.219,117.4,37.7,Moderate
9739,Casa,61.2,2,4,61.0,Poor,E,False,1,True,24.0,566.75,0,1,2,2,1,0,14,True,Gas,Mixta,60.9,Invierno,8.3,595.04,True,16,0.162,96.4,0.0,Inefficient
9740,Casa,155.9,5,3,13.0,Poor,B,False,6,False,13.9,2333.34,1,2,4,3,1,0,15,True,Eléctrica,LED,60.0,Verano,27.3,670.5,True,19,0.156,104.6,39.9,Moderate
9741,Departamento,58.1,1,1,37.0,Poor,C,False,3,False,12.2,315.93,0,1,1,3,1,0,14,False,Ninguna,Mixta,50.9,Invierno,5.2,344.07,True,20,0.165,56.77,27.6,Moderate
9742,Departamento,68.4,1,2,5.0,Good,B,False,1,False,12.7,956.16,1,1,1,2,1,0,15,False,Ninguna,LED,82.5,Primavera,21.2,183.73,True,20,0.189,34.72,62.5,Efficient
9743,Departamento,79.0,2,2,37.0,Poor,E,False,3,False,11.3,980.04,0,1,3,2,1,0,13,False,Ninguna,LED,,Otoño,15.3,255.97,True,22,0.175,44.79,21.8,Inefficient
9744,Casa,112.4,2,1,34.0,Poor,A,False,2,True,19.5,1571.02,1,1,1,1,1,1,11,True,Gas,LED,75.6,Otoño,14.7,390.31,True,21,0.193,75.33,54.9,Efficient
9745,Departamento,64.1,1,1,19.0,Poor,B,False,1,False,10.6,2779.16,2,1,1,2,1,0,14,True,Eléctrica,Mixta,66.4,Verano,30.7,488.1,True,21,0.167,81.51,5.8,Inefficient
9746,Casa,79.1,2,3,20.0,Good,D,False,1,False,14.7,1192.97,0,1,0,1,1,0,6,True,Eléctrica,Mixta,66.1,Primavera,17.0,220.34,True,18,0.186,40.98,40.4,Moderate
9747,Departamento,62.0,1,2,38.0,Average,E,False,1,False,8.0,876.43,1,1,2,2,1,0,15,True,Gas,Mixta,59.0,Invierno,8.4,263.89,True,20,0.191,50.4,19.2,Inefficient
9748,Casa,152.6,2,1,20.0,Excellent,B,False,4,True,22.7,1917.64,2,1,5,5,1,0,17,True,Eléctrica,LED,78.5,Verano,30.6,833.79,True,18,0.21,175.1,59.3,Efficient
9749,Casa,70.2,4,3,44.0,Good,E,False,8,True,20.3,1031.75,1,2,2,8,1,0,19,True,Gas,Mixta,75.8,Invierno,11.9,893.02,True,19,0.189,168.78,47.3,Moderate
9750,Casa,113.1,4,2,19.0,Average,D,False,5,True,15.6,1866.89,0,1,1,7,1,0,18,False,Ninguna,Mixta,73.5,Invierno,11.5,719.02,True,18,0.186,133.74,32.2,Moderate
9751,Casa,145.3,5,1,22.0,Excellent,D,False,2,False,14.4,959.68,1,1,0,1,1,0,11,True,Eléctrica,LED,68.8,Verano,26.0,384.46,True,17,0.203,78.05,55.0,Efficient
9752,Casa,155.1,6,2,52.0,Good,E,False,4,True,20.6,1519.5,3,2,2,2,1,0,14,True,Gas,Incandescente,54.5,Otoño,17.2,1032.6,True,19,0.195,201.36,19.7,Inefficient
9753,Departamento,50.2,1,4,9.0,Excellent,B,False,1,False,11.1,1152.54,0,1,0,2,1,0,9,False,Ninguna,LED,,Primavera,20.0,69.25,True,18,0.2,13.85,79.6,Efficient
9754,Departamento,80.4,2,4,4.0,Good,A,False,3,True,19.5,335.23,0,1,1,6,1,0,14,True,Eléctrica,Mixta,,Verano,27.8,537.1,True,19,0.169,90.77,63.4,Efficient
9755,Departamento,84.3,1,1,31.0,Excellent,E,False,2,False,15.7,877.88,1,1,2,0,1,0,14,True,Gas,Mixta,64.1,Verano,21.4,2546.6354785937365,True,19,0.217,124.23,20.3,Inefficient
9756,Casa,134.0,4,2,,Average,E,False,2,True,17.9,1778.22,0,1,1,2,1,0,8,True,Gas,LED,48.9,Otoño,11.2,323.74,True,18,0.184,59.57,33.1,Moderate
9757,Casa,75.3,2,1,24.0,Average,B,False,2,True,20.5,644.02,0,1,3,1,1,0,13,True,Eléctrica,LED,71.9,Otoño,14.8,404.86,True,18,0.143,57.89,45.5,Moderate
9758,Departamento,84.0,3,1,54.0,Poor,E,False,3,True,,2229.24,0,2,1,2,1,0,14,True,Gas,Mixta,40.3,Otoño,9.4,716.38,True,17,0.214,153.31,0.6,Inefficient
9759,Casa,129.7,6,2,25.0,Good,C,False,7,True,21.7,1363.28,2,1,3,4,1,1,17,True,Eléctrica,Incandescente,74.0,Otoño,14.0,1376.21,True,12,0.169,232.58,36.4,Moderate
9760,Departamento,65.6,1,2,8.0,Excellent,C,False,2,False,12.5,1191.12,0,1,4,2,1,0,12,True,Eléctrica,Mixta,81.9,Verano,27.4,209.47,True,17,0.175,36.66,64.8,Efficient
9761,Casa,66.1,1,1,12.0,Good,B,False,4,True,22.3,2500.13,0,2,3,3,1,0,13,True,Eléctrica,Mixta,78.9,Verano,24.9,745.46,True,17,0.172,128.22,56.2,Efficient
9762,Casa,67.7,1,1,64.0,Average,E,False,1,False,13.2,639.31,1,1,0,0,1,0,8,True,Gas,LED,41.4,Invierno,6.9,214.34,True,17,0.191,40.94,29.3,Moderate
9763,Casa,110.2,1,1,23.0,Good,A,False,1,False,14.4,976.25,0,2,1,3,1,0,20,True,Eléctrica,Incandescente,53.6,Primavera,21.6,691.66,True,17,0.158,109.28,27.9,Moderate
9764,Casa,154.0,6,4,53.0,Poor,E,False,8,False,12.7,3307.19,3,1,5,7,1,0,20,True,Gas,LED,65.4,Verano,30.8,925.45,True,20,0.154,142.52,33.0,Moderate
9765,Departamento,40.9,1,1,9.0,Excellent,A,False,4,True,17.3,154.55,1,1,6,4,1,0,15,True,Eléctrica,LED,58.0,Invierno,10.5,586.72,True,22,0.196,115.0,79.4,Efficient
9766,Casa,193.2,5,2,30.0,Excellent,D,False,5,False,13.5,1826.14,1,2,0,4,1,0,11,True,Eléctrica,Mixta,63.9,Primavera,18.5,529.9,True,19,0.168,89.02,52.4,Moderate
9767,Casa,170.1,8,5,31.0,Excellent,E,False,8,False,11.3,4230.2,1,1,5,4,1,0,17,True,Gas,Mixta,64.1,Verano,25.8,671.01,True,21,0.155,104.01,52.9,Efficient
9768,Departamento,88.6,7,2,21.0,Poor,A,False,6,False,15.2,2067.31,2,1,3,6,1,0,18,True,Eléctrica,Mixta,84.9,Otoño,18.3,749.51,True,20,0.164,122.92,35.5,Moderate
9769,Pequeño Comercio,68.8,2,1,45.0,Excellent,D,False,4,False,8.0,1510.53,0,2,3,4,0,1,15,True,Gas,LED,54.3,Otoño,12.2,201.09,True,18,0.198,39.82,67.7,Efficient
9770,Departamento,46.2,1,1,14.0,Excellent,B,False,1,False,12.1,524.66,0,1,0,0,1,0,9,False,Ninguna,LED,68.3,Otoño,13.6,139.91,True,19,0.184,25.74,78.6,Efficient
9771,Casa,90.8,2,1,15.0,Average,B,False,2,True,23.9,672.95,0,1,0,2,1,0,10,True,Eléctrica,Mixta,78.6,Otoño,16.5,476.45,True,18,0.166,79.09,35.6,Moderate
9772,Departamento,73.5,1,1,33.0,Poor,D,False,1,True,18.2,955.97,0,1,0,2,1,1,12,True,Gas,Mixta,74.7,Otoño,13.4,360.22,True,19,0.198,71.32,1.5,Inefficient
9773,Departamento,46.7,3,4,33.0,Excellent,A,False,8,False,17.5,449.02,0,1,8,6,1,0,19,True,Gas,Mixta,77.2,Primavera,16.2,898.15,True,15,0.2,179.63,65.7,Efficient
9774,Pequeño Comercio,73.4,3,2,20.0,Good,B,False,8,False,9.1,1246.63,1,3,2,5,0,1,18,True,Eléctrica,LED,63.8,Invierno,11.9,466.95,True,21,0.211,98.53,63.3,Efficient
9775,Casa,124.2,4,2,35.0,Average,C,False,2,False,8.8,1249.68,1,1,0,2,1,0,7,True,Gas,Incandescente,41.8,Primavera,15.3,270.05,True,22,0.149,40.24,19.5,Inefficient
9776,Pequeño Comercio,41.9,1,1,66.0,Poor,D,False,1,False,11.7,782.33,0,3,1,0,0,0,8,True,Gas,LED,35.4,Otoño,12.8,115.68,True,18,0.173,20.01,26.9,Moderate
9777,Departamento,94.4,2,1,18.0,Excellent,B,True,1,True,21.6,2897.88,2,1,1,1,1,1,16,True,Eléctrica,Incandescente,76.0,Otoño,16.1,608.22,True,18,0.134,81.5,47.4,Moderate
9778,Casa,95.9,2,1,27.0,Average,E,False,3,False,10.7,1519.09,0,1,0,2,1,1,9,False,Ninguna,LED,68.8,Verano,27.7,167.84,True,19,0.165,27.69,32.8,Moderate
9779,Casa,95.7,4,1,46.0,Average,E,False,6,False,9.3,1908.0,3,2,1,4,1,0,18,True,Gas,Mixta,59.9,Otoño,18.0,377.9,True,17,0.204,77.09,33.4,Moderate
9780,Departamento,102.3,4,4,29.0,Poor,E,False,5,False,8.0,1230.9,0,2,5,7,1,0,24,False,Ninguna,LED,64.2,Primavera,12.6,361.91,True,17,0.203,73.47,30.2,Moderate
9781,Casa,118.2,3,3,18.0,Good,E,True,2,True,22.8,2147.2,4,2,2,2,1,0,15,False,Ninguna,Mixta,82.3,Verano,22.1,491.67,True,21,0.186,91.45,47.0,Moderate
9782,Casa,133.1,4,2,24.0,Poor,D,False,3,False,15.4,2701.74,2,1,2,2,1,0,12,True,Eléctrica,LED,72.3,Otoño,17.3,417.58,True,17,0.205,85.6,34.3,Moderate
9783,Casa,146.8,4,1,32.0,Average,E,False,2,True,20.4,4517.6,2,1,1,2,1,1,12,True,Gas,Mixta,51.2,Otoño,16.9,576.8,True,19,0.192,110.75,3.1,Inefficient
9784,Departamento,38.2,1,1,15.0,Excellent,B,False,1,True,17.7,407.94,1,1,0,2,1,0,11,False,Ninguna,Incandescente,73.0,Primavera,19.7,487.07,True,17,0.159,77.44,30.0,Moderate
9785,Casa,218.8,5,1,10.0,Good,D,False,5,False,13.4,1662.72,1,1,3,5,1,0,20,True,Eléctrica,LED,72.1,Invierno,7.6,618.36,True,21,0.159,98.32,65.4,Efficient
9786,Casa,148.9,3,2,75.0,Average,C,False,7,False,11.2,4374.02,0,2,5,4,1,1,19,False,Ninguna,Incandescente,34.2,Primavera,24.0,548.36,True,15,0.193,105.83,32.2,Moderate
9787,Casa,293.4,7,5,39.0,Poor,B,False,2,False,11.4,2437.86,1,1,2,0,1,0,12,True,Gas,Mixta,71.1,Verano,26.9,597.75,True,22,0.165,98.63,26.6,Moderate
9788,Casa,55.0,4,4,66.0,Average,E,False,4,True,24.0,743.58,0,2,3,2,1,0,12,False,Ninguna,Mixta,41.9,Invierno,6.1,589.14,True,18,0.186,109.58,33.3,Moderate
9789,Casa,50.6,1,1,54.0,Average,E,False,3,False,15.9,632.24,0,1,1,2,1,0,7,True,Gas,Mixta,48.9,Primavera,18.0,230.76,True,19,0.186,42.92,29.6,Moderate
9790,Casa,78.8,1,3,3.0,Good,E,False,1,False,10.3,2499.01,0,1,0,2,1,0,11,True,Eléctrica,Mixta,77.5,Primavera,26.7,229.58,True,21,0.161,36.96,30.3,Moderate
9791,Departamento,96.5,3,1,42.0,Poor,D,False,2,False,10.4,1389.64,0,2,2,1,1,0,11,True,Gas,Incandescente,43.2,Verano,31.5,383.64,True,20,0.184,70.59,11.9,Inefficient
9792,Departamento,56.6,1,1,5.0,Good,B,False,1,True,19.4,542.78,0,2,1,1,1,0,9,False,Ninguna,LED,93.6,Otoño,15.0,211.65,True,19,0.185,39.16,59.0,Efficient
9793,Casa,137.8,3,5,37.0,Good,A,False,4,False,12.3,1798.02,3,1,1,2,1,0,13,True,Gas,Incandescente,67.2,Verano,28.6,684.07,True,17,0.188,128.61,60.0,Efficient
9794,Departamento,65.0,4,2,9.0,Good,A,False,4,False,18.5,679.17,0,2,5,2,1,0,13,True,Eléctrica,LED,78.4,Invierno,8.6,574.74,True,22,0.203,116.67,73.9,Efficient
9795,Casa,182.5,8,5,25.0,Poor,A,False,6,False,13.1,2395.81,3,2,3,4,1,0,17,False,Ninguna,Mixta,58.5,Verano,25.9,1274.72,True,18,0.182,232.0,35.1,Moderate
9796,Casa,196.8,6,3,20.0,Excellent,A,False,3,True,17.9,1597.12,3,1,1,3,1,0,12,False,Ninguna,LED,74.5,Primavera,25.4,705.47,True,19,0.145,102.29,77.1,Efficient
9797,Departamento,72.9,5,1,3.0,Good,B,False,6,False,15.4,2156.54,0,1,0,5,1,0,12,True,Eléctrica,LED,90.4,Otoño,12.4,431.22,True,20,0.143,61.66,64.9,Efficient
9798,Casa,104.4,3,2,8.0,Good,E,False,4,True,19.3,300.24,0,2,4,9,1,0,22,False,Ninguna,LED,93.9,Otoño,17.6,536.28,True,18,0.116,62.21,57.1,Efficient
9799,Departamento,74.6,3,1,1.0,Good,B,False,3,False,12.7,1074.04,0,2,1,3,1,0,11,True,Eléctrica,LED,91.6,Invierno,5.5,438.0,True,21,0.191,83.66,67.4,Efficient
9800,Pequeño Comercio,95.2,5,1,15.0,Excellent,A,False,6,False,11.7,1060.6,0,3,5,5,0,1,23,True,Eléctrica,Incandescente,71.9,Otoño,11.4,1009.22,True,18,0.162,163.49,74.1,Efficient
9801,Casa,218.0,3,2,22.0,Excellent,C,False,1,True,22.1,10428.68,3,2,0,3,1,0,13,True,Losa Radiante,LED,91.0,Invierno,7.6,519.27,True,18,0.168,87.24,53.5,Efficient
